ISIN코드,기업명,배당기준일,1주당배당금,종가,매수주식수,총배당금,투자금대비배당률(%)
KR7129890000,앱코,2025-12-31,174.0,1070.0,9345,1626030.0,16.2603
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2022-09-30,320.0,2065.0,4842,1549440.0,15.4944
KR7092130004,이크레더블,2021-12-31,2720.0,19700.0,507,1379040.0,13.7904
KR7334890001,이지스밸류플러스위탁관리부동산투자회사,2024-12-04,611.935,4600.0,2173,1329734.755,13.29734755
KR7440290005,에이치비인베스트먼트,2024-12-31,200.0,1580.0,6329,1265800.0,12.658
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2022-03-05,190.0,1515.0,6600,1254000.0,12.54
KR7078520004,에이블씨엔씨,2023-10-04,1270.0,10260.0,974,1236980.0,12.3698
KR7092130004,이크레더블,2024-12-31,1590.0,12940.0,772,1227480.0,12.2748
KR7145270005,케이탑자기관리부동산투자회사,2022-12-31,108.0,885.0,11299,1220292.0,12.20292
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2023-07-28,240.0,1968.0,5081,1219440.0,12.1944
KR7338100001,엔에이치프라임위탁관리부동산투자회사,2024-11-30,518.0,4255.0,2350,1217300.0,12.173
KR7023450000,동남합성,2020-03-31,3200.0,27000.0,370,1184000.0,11.84
KR7208350009,지란지교시큐리티,2023-12-31,500.0,4245.0,2355,1177500.0,11.775
KR7002960003,한국쉘석유,2023-12-31,25000.0,226000.0,44,1100000.0,11.0
KR7140910001,에이자기관리부동산투자회사,2020-12-31,750.0,6860.0,1457,1092750.0,10.9275
KR7009240003,한샘,2024-09-30,6200.0,57500.0,173,1072600.0,10.726
KR7208140004,정다운,2023-12-31,300.0,2800.0,3571,1071300.0,10.713
KR7340360007,다보링크,2023-12-31,250.0,2420.0,4132,1033000.0,10.33
KR7014440002,영보화학,2024-12-31,350.0,3560.0,2808,982800.0,9.828
KR7024110009,중소기업은행,2022-12-31,960.0,9820.0,1018,977280.0,9.7728
KR7092790005,넥스틸,2023-12-31,700.0,7160.0,1396,977200.0,9.772
KR7001750009,한양증권,2022-12-31,800.0,8210.0,1218,974400.0,9.744
KR7293940003,신한알파위탁관리부동산투자회사,2024-03-31,642.0,6630.0,1508,968136.0,9.68136
KR7065710006,서호전기,2024-12-31,2000.0,20650.0,484,968000.0,9.68
KR7072870009,메가스터디,2022-12-31,1050.0,10850.0,921,967050.0,9.6705
KR7138930003,BNK금융지주,2022-12-31,625.0,6500.0,1538,961250.0,9.6125
KR7285490009,노바텍,2024-12-31,1409.0,14660.0,682,960938.0,9.60938
KR7104700000,한국철강,2024-12-31,800.0,8380.0,1193,954400.0,9.544
KR7338100001,엔에이치프라임위탁관리부동산투자회사,2023-11-30,400.0,4195.0,2383,953200.0,9.532
KR7298020009,효성티앤씨,2021-12-31,50000.0,521000.0,19,950000.0,9.5
KR7082640004,동양생명보험,2021-12-31,620.0,6600.0,1515,939300.0,9.393
KR7208140004,정다운,2024-12-31,250.0,2665.0,3752,938000.0,9.38
KR7145270005,케이탑자기관리부동산투자회사,2023-12-31,95.0,1020.0,9803,931285.0,9.31285
KR7003540002,대신증권,2023-01-01,1200.0,12900.0,775,930000.0,9.3
KR7139130009,아이엠금융지주,2022-12-31,650.0,6990.0,1430,929500.0,9.295
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2021-06-05,150.0,1615.0,6191,928650.0,9.2865
KR7003540002,대신증권,2020-12-31,1200.0,13000.0,769,922800.0,9.228
KR7138040001,메리츠금융지주,2020-12-31,900.0,9810.0,1019,917100.0,9.171
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2020-03-31,175.0,1915.0,5221,913675.0,9.13675
KR7035810001,이지홀딩스,2024-12-31,250.0,2755.0,3629,907250.0,9.0725
KR7175330000,JB금융지주,2022-12-31,715.0,7890.0,1267,905905.0,9.05905
KR7001940006,KISCO홀딩스,2024-12-31,1800.0,19960.0,501,901800.0,9.018
KR7017800004,현대엘리베이터,2023-12-31,4000.0,44350.0,225,900000.0,9.0
KR7481850006,신한글로벌액티브위탁관리부동산투자회사,2025-08-31,127.0,1418.0,7052,895604.0,8.95604
KR7053980009,오상자이엘,2024-12-31,300.0,3360.0,2976,892800.0,8.927999999999999
KR7178780003,일월지엠엘,2025-12-31,250.0,2800.0,3571,892750.0,8.927499999999998
KR7001120005,LX인터내셔널,2022-12-31,3000.0,33950.0,294,882000.0,8.82
KR7031210008,서울보증보험,2025-04-04,2865.0,32500.0,307,879555.0,8.79555
KR7000060004,메리츠화재해상보험,2020-12-31,1280.0,14600.0,684,875520.0,8.7552
KR7001750009,한양증권,2023-12-31,800.0,9180.0,1089,871200.0,8.712
KR7000700005,유수홀딩스,2020-12-31,500.0,5740.0,1742,871000.0,8.709999999999999
KR7040420002,정상제이엘에스,2024-12-31,530.0,6090.0,1642,870260.0,8.7026
KR7001120005,LX인터내셔널,2021-12-31,2300.0,26450.0,378,869400.0,8.694
KR7031330004,에스에이엠티,2022-12-31,230.0,2690.0,3717,854910.0,8.5491
KR7092790005,넥스틸,2025-08-20,1155.0,13550.0,738,852390.0,8.5239
KR7316140003,우리금융지주,2022-12-31,980.0,11550.0,865,847700.0,8.477
KR7029780004,삼성카드,2022-12-31,2500.0,29550.0,338,845000.0,8.450000000000001
KR7016360000,삼성증권,2021-12-31,3800.0,44900.0,222,843600.0,8.436
KR7065710006,서호전기,2022-12-31,1500.0,17800.0,561,841500.0,8.415000000000001
KR7005940002,NH투자증권,2021-12-31,1050.0,12500.0,800,840000.0,8.4
KR7067990002,도이치모터스,2024-12-31,380.0,4540.0,2202,836760.0,8.3676
KR7122990005,와이솔,2025-03-31,500.0,5990.0,1669,834500.0,8.344999999999999
KR7015360001,인베니,2023-12-31,2750.0,33000.0,303,833250.0,8.3325
KR7001270008,부국증권,2022-12-31,1500.0,18150.0,550,825000.0,8.25
KR7190650002,코리아에셋투자증권,2024-07-03,500.0,6070.0,1647,823500.0,8.235000000000001
KR7204210009,스타에스엠자기관리부동산투자회사,2023-12-31,961.0,11680.0,856,822616.0,8.22616
KR7030610000,교보증권,2025-03-28,500.0,6080.0,1644,822000.0,8.219999999999999
KR7035000009,에이치에스애드,2025-03-19,550.0,6700.0,1492,820600.0,8.206
KR7039130000,하나투어,2024-04-02,5000.0,60800.0,164,820000.0,8.200000000000001
KR7071320006,한국지역난방공사,2025-04-02,3879.0,47200.0,211,818469.0,8.18469
KR7000850008,화천기공,2022-12-31,2500.0,30650.0,326,815000.0,8.15
KR7001750009,한양증권,2020-12-31,750.0,9220.0,1084,813000.0,8.129999999999999
KR7078020005,엘에스증권,2020-12-31,550.0,6790.0,1472,809600.0,8.096
KR7001750009,한양증권,2024-12-31,950.0,11740.0,851,808450.0,8.0845
KR7069510006,에스텍,2024-12-31,850.0,10510.0,951,808350.0,8.0835
KR7376290003,씨유테크,2024-12-31,231.0,2865.0,3490,806190.0,8.0619
KR7016360000,삼성증권,2024-12-31,3500.0,43500.0,229,801500.0,8.015
KR7005940002,NH투자증권,2022-12-31,700.0,8770.0,1140,798000.0,7.98
KR7002460004,에이치에스화성,2021-12-31,1000.0,12600.0,793,793000.0,7.93
KR7015360001,인베니,2022-12-31,2500.0,31500.0,317,792500.0,7.925
KR7037710001,광주신세계,2025-03-31,2200.0,27750.0,360,792000.0,7.920000000000001
KR7017940008,E1,2022-12-31,3600.0,45450.0,220,792000.0,7.920000000000001
KR7478560006,블랙야크아이앤씨,2025-03-31,320.0,4060.0,2463,788160.0,7.8816
KR7072870009,메가스터디,2023-12-31,850.0,10890.0,918,780300.0,7.803
KR7049520000,유아이엘,2024-12-31,400.0,5140.0,1945,778000.0,7.779999999999999
KR7002960003,한국쉘석유,2024-12-31,25000.0,318500.0,31,775000.0,7.75
KR7481850006,신한글로벌액티브위탁관리부동산투자회사,2025-02-28,127.0,1646.0,6075,771525.0,7.71525
KR7031330004,에스에이엠티,2024-12-31,200.0,2605.0,3838,767600.0,7.675999999999999
KR7007330004,푸른저축은행,2024-12-31,650.0,8480.0,1179,766350.0,7.663499999999999
KR7003470002,유안타증권,2025-03-31,200.0,2610.0,3831,766200.0,7.661999999999999
KR7082640004,동양생명보험,2024-04-03,400.0,5240.0,1908,763200.0,7.632
KR8344390008,고스트스튜디오 KDR,2022-07-31,1257.25,16450.0,607,763150.75,7.6315075
KR7019440007,세아특수강,2024-12-31,1000.0,13100.0,763,763000.0,7.630000000000001
KR7019440007,세아특수강,2021-12-31,1200.0,15750.0,634,760800.0,7.608
KR7017800004,현대엘리베이터,2024-12-31,4000.0,52400.0,190,760000.0,7.6
KR7016610008,디비증권,2021-12-31,500.0,6580.0,1519,759500.0,7.595000000000001
KR7040420002,정상제이엘에스,2023-12-31,530.0,7000.0,1428,756840.0,7.5684
KR7007330004,푸른저축은행,2023-12-31,650.0,8590.0,1164,756600.0,7.566000000000001
KR7024110009,중소기업은행,2021-12-31,780.0,10300.0,970,756600.0,7.566000000000001
KR7071050009,한국투자금융지주,2021-12-31,6150.0,80700.0,123,756450.0,7.564500000000001
KR7002960003,한국쉘석유,2022-12-31,18000.0,233500.0,42,756000.0,7.56
KR7460850001,동국씨엠,2025-03-31,500.0,6620.0,1510,755000.0,7.55
KR7001120005,LX인터내셔널,2025-02-28,2000.0,26500.0,377,754000.0,7.539999999999999
KR7035250000,강원랜드,2025-04-04,1170.0,15520.0,644,753480.0,7.5348
KR7001430008,세아베스틸지주,2021-12-31,1500.0,19900.0,502,753000.0,7.53
KR7003540002,대신증권,2022-01-01,1400.0,18650.0,536,750400.0,7.504
KR7005830005,디비손해보험,2025-03-28,6800.0,90400.0,110,748000.0,7.48
KR7072870009,메가스터디,2024-12-31,800.0,10690.0,935,748000.0,7.48
KR7067990002,도이치모터스,2023-12-31,370.0,4975.0,2010,743700.0,7.437
KR7003540002,대신증권,2025-03-26,1200.0,16150.0,619,742800.0,7.428
KR7040420002,정상제이엘에스,2022-12-31,530.0,7140.0,1400,742000.0,7.42
KR7053210001,케이티스카이라이프,2024-12-31,350.0,4725.0,2116,740600.0,7.406
KR7123890006,한국자산신탁,2022-12-31,220.0,2985.0,3350,737000.0,7.37
KR7001430008,세아베스틸지주,2022-12-31,1200.0,16300.0,613,735600.0,7.356
KR7034950006,한국기업평가,2022-12-31,5100.0,69000.0,144,734400.0,7.344
KR7016610008,디비증권,2025-03-31,400.0,5450.0,1834,733600.0,7.335999999999999
KR7078020005,엘에스증권,2021-12-31,600.0,8190.0,1221,732600.0,7.326
KR8840090003,엑세스바이오,2022-12-31,894.45,12200.0,819,732554.55,7.325545500000001
KR7024110009,중소기업은행,2025-03-31,1065.0,14540.0,687,731655.0,7.316549999999999
KR7037710001,광주신세계,2023-12-31,2200.0,30050.0,332,730400.0,7.303999999999999
KR7096240007,크레버스,2025-04-01,1000.0,13680.0,730,730000.0,7.3
KR7031980006,피에스케이홀딩스,2022-12-31,500.0,6850.0,1459,729500.0,7.295
KR7029780004,삼성카드,2021-12-31,2300.0,31500.0,317,729100.0,7.291
KR7003460003,유화증권,2024-12-31,160.0,2195.0,4555,728800.0,7.288
KR7040420002,정상제이엘에스,2021-12-31,530.0,7270.0,1375,728750.0,7.2875
KR7031330004,에스에이엠티,2023-12-31,200.0,2745.0,3642,728400.0,7.284
KR7290090000,트윔,2024-09-30,600.0,8250.0,1212,727200.0,7.272
KR7068930007,디지털대성,2024-12-31,500.0,6900.0,1449,724500.0,7.245
KR7030000004,제일기획,2024-12-31,1230.0,16950.0,589,724470.0,7.2447
KR7009180001,한솔로지스틱스,2025-12-31,200.0,2765.0,3616,723200.0,7.231999999999999
KR7035000009,에이치에스애드,2023-12-31,450.0,6230.0,1605,722250.0,7.2225
KR7002960003,한국쉘석유,2021-12-31,19000.0,257500.0,38,722000.0,7.22
KR7019440007,세아특수강,2023-12-31,1000.0,13850.0,722,722000.0,7.22
KR7121440002,골프존홀딩스,2024-12-31,250.0,3465.0,2886,721500.0,7.215000000000001
KR7190650002,코리아에셋투자증권,2025-07-03,550.0,7630.0,1310,720500.0,7.205
KR7084010008,대한제강,2022-12-31,780.0,10850.0,921,718380.0,7.1838
KR7175330000,JB금융지주,2021-12-31,599.0,8350.0,1197,717003.0,7.17003
KR7003300001,한일홀딩스,2023-12-31,800.0,11170.0,895,716000.0,7.16
KR7140520008,대창스틸,2024-12-31,150.0,2095.0,4773,715950.0,7.1595
KR7001720002,신영증권,2024-03-31,4500.0,62600.0,159,715500.0,7.155
KR7012700001,리드코프,2020-12-31,500.0,6990.0,1430,715000.0,7.1499999999999995
KR7002990000,금호건설,2022-12-31,500.0,7000.0,1428,714000.0,7.140000000000001
KR7145270005,케이탑자기관리부동산투자회사,2024-12-31,68.0,953.0,10493,713524.0,7.13524
KR7017940008,E1,2023-12-31,4450.0,62300.0,160,712000.0,7.12
KR7001720002,신영증권,2021-03-31,4000.0,56000.0,178,712000.0,7.12
KR7001720002,신영증권,2023-03-31,4000.0,55900.0,178,712000.0,7.12
KR7003540002,대신증권,2024-03-26,1200.0,16840.0,593,711600.0,7.116
KR7009680000,모토닉,2024-12-31,600.0,8440.0,1184,710400.0,7.104000000000001
KR7348950007,제이알글로벌위탁관리부동산투자회사,2024-12-31,195.0,2755.0,3629,707655.0,7.076549999999999
KR7003470002,유안타증권,2023-12-31,180.0,2550.0,3921,705780.0,7.0578
KR7024110009,중소기업은행,2024-03-29,984.0,13950.0,716,704544.0,7.04544
KR7005830005,디비손해보험,2022-12-31,4600.0,65300.0,153,703800.0,7.038
KR7024090003,디씨엠,2024-12-31,800.0,11370.0,879,703200.0,7.031999999999999
KR7023590003,다우기술,2025-03-31,1400.0,19930.0,501,701400.0,7.013999999999999
KR7067280008,멀티캠퍼스,2024-12-31,2100.0,29900.0,334,701400.0,7.013999999999999
KR7034830000,한국토지신탁,2024-12-31,70.0,1000.0,10000,700000.0,7.000000000000001
KR7078930005,지에스,2025-02-28,2700.0,38500.0,259,699300.0,6.993
KR7008060006,대덕,2025-03-31,500.0,7150.0,1398,699000.0,6.99
KR7064820004,케이프,2023-12-31,300.0,4300.0,2325,697500.0,6.9750000000000005
KR7093920007,서원인텍,2022-12-31,400.0,5740.0,1742,696800.0,6.968000000000001
KR7025530007,에스제이엠홀딩스,2024-12-31,225.0,3230.0,3095,696375.0,6.96375
KR7036460004,한국가스공사,2021-12-31,2728.0,39100.0,255,695640.0,6.9564
KR7009180001,한솔로지스틱스,2025-03-31,150.0,2170.0,4608,691200.0,6.912
KR7005010004,휴스틸,2022-12-31,350.0,5070.0,1972,690200.0,6.902
KR7000810002,삼성화재해상보험,2022-12-31,13800.0,200000.0,50,690000.0,6.9
KR7002990000,금호건설,2021-12-31,800.0,11600.0,862,689600.0,6.895999999999999
KR7005960000,동부건설,2022-12-31,500.0,7260.0,1377,688500.0,6.885
KR7093920007,서원인텍,2023-12-31,400.0,5810.0,1721,688400.0,6.8839999999999995
KR7267250009,에이치디현대,2021-12-31,3700.0,53700.0,186,688200.0,6.882000000000001
KR7300720000,한일시멘트,2024-12-31,1000.0,14520.0,688,688000.0,6.88
KR7034830000,한국토지신탁,2022-12-31,90.0,1310.0,7633,686970.0,6.869699999999999
KR7005090006,에스지씨에너지,2024-12-31,1700.0,24700.0,404,686800.0,6.868
KR7037710001,광주신세계,2022-12-31,2200.0,32000.0,312,686400.0,6.864000000000001
KR7122900004,아이마켓코리아,2020-12-31,600.0,8740.0,1144,686400.0,6.864000000000001
KR7078000007,텔코웨어,2022-12-31,600.0,8750.0,1142,685200.0,6.851999999999999
KR7001230002,동국홀딩스,2023-12-31,600.0,8780.0,1138,682800.0,6.827999999999999
KR7004800009,효성,2021-12-31,6500.0,94700.0,105,682500.0,6.825
KR7040420002,정상제이엘에스,2020-12-31,430.0,6300.0,1587,682410.0,6.8241
KR7123890006,한국자산신탁,2024-03-27,220.0,3225.0,3100,682000.0,6.819999999999999
KR7032540007,티제이미디어,2024-12-31,320.0,4695.0,2129,681280.0,6.812799999999999
KR7013870001,지엠비코리아,2024-12-31,250.0,3670.0,2724,681000.0,6.81
KR7145270005,케이탑자기관리부동산투자회사,2020-12-31,80.0,1175.0,8510,680800.0,6.808
KR7029780004,삼성카드,2025-03-27,2800.0,41100.0,243,680400.0,6.804
KR7005940002,NH투자증권,2024-03-29,800.0,11790.0,848,678400.0,6.784
KR7012700001,리드코프,2022-12-31,500.0,7370.0,1356,678000.0,6.78
KR7035000009,에이치에스애드,2022-12-31,400.0,5900.0,1694,677600.0,6.776
KR7001540004,안국약품,2024-12-31,440.0,6530.0,1531,673640.0,6.7364
KR7041520008,이엘씨,2024-12-31,330.0,4905.0,2038,672540.0,6.7254
KR7139130009,아이엠금융지주,2021-12-31,630.0,9380.0,1066,671580.0,6.7158
KR7192400000,쿠쿠홀딩스,2023-12-31,1100.0,16380.0,610,671000.0,6.710000000000001
KR7004800009,효성,2022-12-31,4500.0,67100.0,149,670500.0,6.705
KR7017480005,삼현철강,2024-12-31,300.0,4475.0,2234,670200.0,6.702
KR7000270009,기아,2025-03-19,6500.0,96400.0,103,669500.0,6.694999999999999
KR7001450006,현대해상화재보험,2024-03-29,2063.0,30850.0,324,668412.0,6.68412
KR7004650008,창해에탄올,2024-12-31,600.0,8990.0,1112,667200.0,6.672000000000001
KR7023450000,동남합성,2021-09-30,4300.0,64400.0,155,666500.0,6.665
KR7094800000,미래에셋맵스리얼티부동산공모투자회사,2023-12-31,265.0,3975.0,2515,666475.0,6.66475
KR7138930003,BNK금융지주,2021-12-31,560.0,8400.0,1190,666400.0,6.664000000000001
KR7001450006,현대해상화재보험,2022-12-31,1965.0,29450.0,339,666135.0,6.6613500000000005
