ISIN코드,기업명,배당기준일,기준종가일,종가,1주당배당금,공시배당률,투자금액,시가배당률(%),매수주식수,총배당금,투자금대비배당률(%)
KR7086790003,하나금융지주,2020-06-30,2020-06-29,26800.0,500.0,10.0,10000000.0,1.8656716417910446,373,186500.0,1.865
KR7086790003,하나금융지주,2020-12-31,2020-12-30,34500.0,1350.0,27.0,10000000.0,3.91304347826087,289,390150.0,3.9015
KR7086790003,하나금융지주,2021-06-30,2021-06-29,46500.0,700.0,14.0,10000000.0,1.5053763440860215,215,150500.0,1.505
KR7086790003,하나금융지주,2021-12-31,2021-12-30,42050.0,2400.0,48.0,10000000.0,5.707491082045184,237,568800.0,5.688
KR7086790003,하나금융지주,2022-06-30,2022-06-29,39900.0,800.0,16.0,10000000.0,2.0050125313283207,250,200000.0,2.0
KR7086790003,하나금융지주,2022-12-31,2022-12-29,42050.0,2550.0,51.0,10000000.0,6.064209274673008,237,604350.0,6.0435
KR7086790003,하나금융지주,2023-03-31,2023-03-30,40300.0,600.0,12.0,10000000.0,1.488833746898263,248,148800.0,1.488
KR7086790003,하나금융지주,2023-06-30,2023-06-29,38800.0,600.0,12.0,10000000.0,1.5463917525773196,257,154200.0,1.542
KR7086790003,하나금융지주,2023-09-30,2023-09-27,42450.0,600.0,12.0,10000000.0,1.4134275618374559,235,141000.0,1.41
KR7086790003,하나금융지주,2024-02-28,2024-02-27,54700.0,1600.0,32.0,10000000.0,2.9250457038391224,182,291200.0,2.912
KR7086790003,하나금융지주,2024-03-31,2024-03-29,57700.0,600.0,12.0,10000000.0,1.0398613518197575,173,103800.0,1.038
KR7086790003,하나금융지주,2024-06-30,2024-06-28,60700.0,600.0,12.0,10000000.0,0.9884678747940692,164,98400.0,0.984
KR7086790003,하나금융지주,2024-09-30,2024-09-27,60700.0,600.0,12.0,10000000.0,0.9884678747940692,164,98400.0,0.984
KR7086790003,하나금융지주,2025-02-28,2025-02-27,61500.0,1800.0,36.0,10000000.0,2.9268292682926833,162,291600.0,2.916
KR7086790003,하나금융지주,2025-05-12,2025-05-09,63800.0,906.0,18.12,10000000.0,1.4200626959247649,156,141336.0,1.41336
KR7086790003,하나금융지주,2025-08-11,2025-08-08,84900.0,913.0,18.26,10000000.0,1.0753828032979977,117,106821.0,1.06821
KR7086790003,하나금융지주,2025-11-12,2025-11-11,92900.0,920.0,18.4,10000000.0,0.9903121636167923,107,98440.0,0.9844
KR7086390002,유니테스트,2023-12-31,2023-12-28,13390.0,150.0,30.0,10000000.0,1.1202389843166543,746,111900.0,1.119
KR7086900008,메디톡스,2020-09-30,2020-09-29,211000.0,1000.0,200.0,10000000.0,0.47393364928909953,47,47000.0,0.47000000000000003
KR7086900008,메디톡스,2022-09-30,2022-09-29,110400.0,1000.0,200.0,10000000.0,0.9057971014492754,90,90000.0,0.8999999999999999
KR7086900008,메디톡스,2023-09-30,2023-09-27,252500.0,1100.0,220.0,10000000.0,0.4356435643564357,39,42900.0,0.42900000000000005
KR7086900008,메디톡스,2024-09-30,2024-09-27,187400.0,1100.0,220.0,10000000.0,0.5869797225186766,53,58300.0,0.583
KR7086900008,메디톡스,2025-09-30,2025-09-29,121700.0,1200.0,240.0,10000000.0,0.9860312243221034,82,98400.0,0.984
KR7083500009,에프엔에스테크,2020-12-31,2020-12-30,12200.0,200.0,40.0,10000000.0,1.639344262295082,819,163800.0,1.638
KR7083500009,에프엔에스테크,2021-12-31,2021-12-30,12900.0,50.0,10.0,10000000.0,0.3875968992248062,775,38750.0,0.3875
KR7083500009,에프엔에스테크,2022-12-31,2022-12-29,6940.0,100.0,20.0,10000000.0,1.440922190201729,1440,144000.0,1.44
KR7083500009,에프엔에스테크,2023-12-31,2023-12-28,11330.0,80.0,16.0,10000000.0,0.706090026478376,882,70560.0,0.7056
KR7083500009,에프엔에스테크,2024-12-31,2024-12-30,8020.0,200.0,40.0,10000000.0,2.493765586034913,1246,249200.0,2.492
KR7088130000,동아엘텍,2020-12-31,2020-12-30,8150.0,150.0,30.0,10000000.0,1.8404907975460123,1226,183900.0,1.839
KR7088130000,동아엘텍,2021-12-31,2021-12-30,10350.0,150.0,30.0,10000000.0,1.4492753623188406,966,144900.0,1.4489999999999998
KR7088130000,동아엘텍,2022-12-31,2022-12-29,6430.0,200.0,40.0,10000000.0,3.1104199066874028,1555,311000.0,3.11
KR7088130000,동아엘텍,2023-12-31,2023-12-28,6420.0,150.0,30.0,10000000.0,2.336448598130841,1557,233550.0,2.3355
KR7088130000,동아엘텍,2024-12-31,2024-12-30,3585.0,150.0,30.0,10000000.0,4.184100418410042,2789,418350.0,4.1834999999999996
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2020-06-30,2020-06-29,5670.0,175.0,35.0,10000000.0,3.0864197530864197,1763,308525.0,3.0852500000000003
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2020-12-31,2020-12-30,5410.0,175.0,35.0,10000000.0,3.234750462107209,1848,323400.0,3.234
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2021-12-31,2021-12-30,5960.0,204.0,40.98032723,10000000.0,3.422818791946309,1677,342108.0,3.42108
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2022-12-31,2022-12-29,5200.0,195.0,38.9701202,10000000.0,3.75,1923,374985.0,3.74985
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2023-06-30,2023-06-29,5140.0,200.0,40.0158584,10000000.0,3.8910505836575875,1945,389000.0,3.8899999999999997
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2023-12-31,2023-12-28,4855.0,204.0,40.8115345,10000000.0,4.201853759011328,2059,420036.0,4.20036
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2024-06-30,2024-06-28,4760.0,186.0,37.3008268,10000000.0,3.907563025210084,2100,390600.0,3.9059999999999997
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2024-12-31,2024-12-30,4105.0,176.0,35.22243966,10000000.0,4.287454323995128,2436,428736.0,4.28736
KR7088260005,이리츠코크렙기업구조조정부동산투자회사,2025-06-30,2025-06-27,4430.0,174.0,34.80176389,10000000.0,3.927765237020316,2257,392718.0,3.9271800000000003
KR7089010003,켐트로닉스,2020-12-31,2020-12-30,27650.0,250.0,50.0,10000000.0,0.9041591320072333,361,90250.0,0.9025
KR7089010003,켐트로닉스,2021-12-31,2021-12-30,28800.0,300.0,60.0,10000000.0,1.0416666666666665,347,104100.0,1.0410000000000001
KR7089010003,켐트로닉스,2022-12-31,2022-12-29,13250.0,200.0,40.0,10000000.0,1.509433962264151,754,150800.0,1.508
KR7089010003,켐트로닉스,2023-12-31,2023-12-28,24200.0,100.0,20.0,10000000.0,0.4132231404958678,413,41300.0,0.413
KR7089010003,켐트로닉스,2024-12-31,2024-12-30,15770.0,200.0,40.0,10000000.0,1.2682308180088777,634,126800.0,1.268
KR7089470009,HDC현대EP,2020-12-31,2020-12-30,6620.0,140.0,28.0,10000000.0,2.1148036253776437,1510,211400.0,2.114
KR7089470009,HDC현대EP,2021-12-31,2021-12-30,5950.0,140.0,28.0,10000000.0,2.3529411764705883,1680,235200.0,2.352
KR7089470009,HDC현대EP,2022-12-31,2022-12-29,3955.0,120.0,24.0,10000000.0,3.034134007585335,2528,303360.0,3.0336
KR7089470009,HDC현대EP,2023-12-31,2023-12-28,4560.0,140.0,28.0,10000000.0,3.070175438596491,2192,306880.0,3.0688
KR7089470009,HDC현대EP,2025-03-31,2025-03-28,3465.0,140.0,28.0,10000000.0,4.040404040404041,2886,404040.0,4.0404
KR7089600001,케이티나스미디어,2020-12-31,2020-12-30,30600.0,800.0,160.0,10000000.0,2.6143790849673203,326,260800.0,2.608
KR7089600001,케이티나스미디어,2021-12-31,2021-12-30,32900.0,800.0,160.0,10000000.0,2.43161094224924,303,242400.0,2.424
KR7089600001,케이티나스미디어,2022-12-31,2022-12-29,25000.0,700.0,140.0,10000000.0,2.8000000000000003,400,280000.0,2.8000000000000003
KR7089600001,케이티나스미디어,2023-12-31,2023-12-28,22300.0,700.0,140.0,10000000.0,3.1390134529147984,448,313600.0,3.136
KR7089600001,케이티나스미디어,2024-12-31,2024-12-30,13900.0,700.0,140.0,10000000.0,5.0359712230215825,719,503300.0,5.033
KR7089850002,유비벨록스,2023-12-31,2023-12-28,16410.0,280.0,56.0,10000000.0,1.7062766605728215,609,170520.0,1.7052
KR7089860001,롯데렌탈,2021-12-31,2021-12-30,38100.0,900.0,18.0,10000000.0,2.3622047244094486,262,235800.0,2.358
KR7089860001,롯데렌탈,2022-12-31,2022-12-29,27650.0,900.0,18.0,10000000.0,3.25497287522604,361,324900.0,3.2489999999999997
KR7089860001,롯데렌탈,2023-12-31,2023-12-28,27750.0,1200.0,24.0,10000000.0,4.324324324324325,360,432000.0,4.32
KR7089860001,롯데렌탈,2025-03-31,2025-03-28,28500.0,1200.0,24.0,10000000.0,4.2105263157894735,350,420000.0,4.2
KR7089970008,브이엠,2020-12-31,2020-12-30,19900.0,500.0,500.0,10000000.0,2.512562814070352,502,251000.0,2.5100000000000002
KR7089970008,브이엠,2021-09-30,2021-09-29,17950.0,200.0,200.0,10000000.0,1.1142061281337048,557,111400.0,1.114
KR7089970008,브이엠,2021-12-31,2021-12-30,22150.0,1000.0,1000.0,10000000.0,4.514672686230249,451,451000.0,4.51
KR7089980007,상아프론테크,2020-12-31,2020-12-30,45700.0,160.0,32.0,10000000.0,0.350109409190372,218,34880.0,0.3488
KR7089980007,상아프론테크,2021-12-31,2021-12-30,52300.0,200.0,40.0,10000000.0,0.3824091778202677,191,38200.0,0.382
KR7089980007,상아프론테크,2022-12-31,2022-12-29,27100.0,200.0,40.0,10000000.0,0.7380073800738007,369,73800.0,0.738
KR7089980007,상아프론테크,2023-12-31,2023-12-28,22300.0,200.0,40.0,10000000.0,0.8968609865470852,448,89600.0,0.8959999999999999
KR7089980007,상아프론테크,2024-12-31,2024-12-30,18300.0,200.0,40.0,10000000.0,1.092896174863388,546,109200.0,1.0919999999999999
KR7090150004,아이윈,2020-12-31,2020-12-30,4235.0,120.0,24.0,10000000.0,2.833530106257379,2361,283320.0,2.8332
KR7090150004,아이윈,2022-12-31,2022-12-29,1260.0,35.0,7.0,10000000.0,2.7777777777777777,7936,277760.0,2.7776
KR7090350000,노루페인트,2020-12-31,2020-12-30,9910.0,275.0,55.0,10000000.0,2.774974772956609,1009,277475.0,2.77475
KR7090350000,노루페인트,2021-12-31,2021-12-30,14900.0,275.0,55.0,10000000.0,1.8456375838926176,671,184525.0,1.84525
KR7090350000,노루페인트,2022-12-31,2022-12-29,7740.0,275.0,55.0,10000000.0,3.55297157622739,1291,355025.0,3.55025
KR7090350000,노루페인트,2023-12-31,2023-12-28,9250.0,325.0,65.0,10000000.0,3.5135135135135136,1081,351325.0,3.5132499999999998
KR7090350000,노루페인트,2024-12-31,2024-12-30,7940.0,350.0,70.0,10000000.0,4.408060453400504,1259,440650.0,4.4065
KR7090410002,덕신이피씨,2022-12-31,2022-12-29,1880.0,20.0,20.0,10000000.0,1.0638297872340425,5319,106380.0,1.0638
KR7090410002,덕신이피씨,2023-12-31,2023-12-28,1981.0,30.0,30.0,10000000.0,1.5143866733972742,5047,151410.0,1.5141
KR7090410002,덕신이피씨,2024-12-31,2024-12-30,1505.0,20.0,20.0,10000000.0,1.3289036544850499,6644,132880.0,1.3288
KR7090430000,아모레퍼시픽,2020-12-31,2020-12-30,206000.0,800.0,160.0,10000000.0,0.3883495145631068,48,38400.0,0.384
KR7090430000,아모레퍼시픽,2021-12-31,2021-12-30,167000.0,980.0,196.0,10000000.0,0.5868263473053892,59,57820.0,0.5781999999999999
KR7090430000,아모레퍼시픽,2022-12-31,2022-12-29,137500.0,680.0,136.0,10000000.0,0.49454545454545457,72,48960.0,0.48960000000000004
KR7090430000,아모레퍼시픽,2023-12-31,2023-12-28,145000.0,910.0,182.0,10000000.0,0.6275862068965518,68,61880.0,0.6188
KR7090430000,아모레퍼시픽,2025-03-28,2025-03-27,103000.0,1125.0,225.0,10000000.0,1.0922330097087378,97,109125.0,1.09125
KR7090460007,비에이치,2020-12-31,2020-12-30,21950.0,250.0,50.0,10000000.0,1.1389521640091116,455,113750.0,1.1375
KR7090460007,비에이치,2021-12-31,2021-12-30,23200.0,250.0,50.0,10000000.0,1.0775862068965518,431,107750.0,1.0775
KR7090460007,비에이치,2022-12-31,2022-12-29,22450.0,250.0,50.0,10000000.0,1.1135857461024499,445,111250.0,1.1125
KR7090460007,비에이치,2023-12-31,2023-12-28,21150.0,250.0,50.0,10000000.0,1.1820330969267139,472,118000.0,1.18
KR7090460007,비에이치,2024-12-31,2024-12-30,17370.0,250.0,50.0,10000000.0,1.4392630972941853,575,143750.0,1.4375
KR7090470006,제이스텍,2020-12-31,2020-12-30,7740.0,50.0,10.0,10000000.0,0.6459948320413437,1291,64550.0,0.6455
KR7090470006,제이스텍,2021-12-31,2021-12-30,6490.0,50.0,10.0,10000000.0,0.7704160246533128,1540,77000.0,0.77
KR7090470006,제이스텍,2022-12-31,2022-12-29,7720.0,200.0,40.0,10000000.0,2.5906735751295336,1295,259000.0,2.59
KR7090470006,제이스텍,2023-12-31,2023-12-28,9550.0,50.0,10.0,10000000.0,0.5235602094240838,1047,52350.0,0.5235
KR7090470006,제이스텍,2024-12-31,2024-12-30,5140.0,50.0,10.0,10000000.0,0.9727626459143969,1945,97250.0,0.9724999999999999
KR7090850009,현대이지웰,2020-12-31,2020-12-30,10850.0,55.0,11.0,10000000.0,0.5069124423963134,921,50655.0,0.50655
KR7090850009,현대이지웰,2021-12-31,2021-12-30,10700.0,70.0,14.0,10000000.0,0.6542056074766356,934,65380.0,0.6538
KR7090850009,현대이지웰,2022-12-31,2022-12-29,6830.0,80.0,16.0,10000000.0,1.171303074670571,1464,117120.0,1.1712
KR7090850009,현대이지웰,2023-12-31,2023-12-28,5920.0,90.0,18.0,10000000.0,1.5202702702702704,1689,152010.0,1.5201
KR7090850009,현대이지웰,2025-04-03,2025-04-02,4985.0,170.0,34.0,10000000.0,3.4102306920762286,2006,341020.0,3.4102
KR7091120006,이엠텍,2021-12-31,2021-12-30,31850.0,150.0,30.0,10000000.0,0.47095761381475665,313,46950.0,0.46950000000000003
KR7091120006,이엠텍,2022-12-31,2022-12-29,21550.0,150.0,30.0,10000000.0,0.6960556844547563,464,69600.0,0.696
KR7091120006,이엠텍,2023-12-31,2023-12-28,43350.0,100.0,20.0,10000000.0,0.2306805074971165,230,23000.0,0.22999999999999998
KR7091340000,에스엔케이폴리텍,2020-12-31,2020-12-30,5230.0,250.0,50.0,10000000.0,4.780114722753346,1912,478000.0,4.78
KR7091340000,에스엔케이폴리텍,2021-12-31,2021-12-30,5780.0,250.0,50.0,10000000.0,4.325259515570934,1730,432500.0,4.324999999999999
KR7091580001,상신이디피,2020-12-31,2020-12-30,14000.0,70.0,14.0,10000000.0,0.5,714,49980.0,0.49979999999999997
KR7091580001,상신이디피,2021-12-31,2021-12-30,15600.0,100.0,20.0,10000000.0,0.641025641025641,641,64100.0,0.641
KR7091580001,상신이디피,2022-12-31,2022-12-29,14900.0,115.0,23.0,10000000.0,0.7718120805369127,671,77165.0,0.7716500000000001
KR7091580001,상신이디피,2023-12-31,2023-12-28,15820.0,120.0,24.0,10000000.0,0.7585335018963337,632,75840.0,0.7584
KR7091580001,상신이디피,2024-12-31,2024-12-30,7420.0,100.0,20.0,10000000.0,1.3477088948787064,1347,134700.0,1.347
KR7091590000,남화토건,2020-12-31,2020-12-30,13100.0,100.0,20.0,10000000.0,0.7633587786259541,763,76300.0,0.763
KR7091590000,남화토건,2021-12-31,2021-12-30,8700.0,150.0,30.0,10000000.0,1.7241379310344827,1149,172350.0,1.7235
KR7091590000,남화토건,2022-12-31,2022-12-29,10550.0,200.0,40.0,10000000.0,1.8957345971563981,947,189400.0,1.894
KR7091590000,남화토건,2023-12-31,2023-12-28,6770.0,50.0,10.0,10000000.0,0.7385524372230428,1477,73850.0,0.7385
KR7091590000,남화토건,2024-12-31,2024-12-30,3915.0,100.0,20.0,10000000.0,2.554278416347382,2554,255400.0,2.554
KR7091700005,파트론,2020-12-31,2020-12-30,11200.0,250.0,50.0,10000000.0,2.232142857142857,892,223000.0,2.23
KR7091700005,파트론,2021-12-31,2021-12-30,13300.0,350.0,70.0,10000000.0,2.631578947368421,751,262850.0,2.6285
KR7091700005,파트론,2022-12-31,2022-12-29,8100.0,300.0,60.0,10000000.0,3.7037037037037033,1234,370200.0,3.702
KR7091700005,파트론,2023-12-31,2023-12-28,8140.0,250.0,50.0,10000000.0,3.0712530712530715,1228,307000.0,3.0700000000000003
KR7091700005,파트론,2024-12-31,2024-12-30,6930.0,300.0,60.0,10000000.0,4.329004329004329,1443,432900.0,4.329000000000001
KR7086980000,쇼박스,2025-02-28,2025-02-27,3205.0,150.0,30.0,10000000.0,4.6801872074882995,3120,468000.0,4.68
KR7087600003,픽셀플러스,2022-12-31,2022-12-29,7690.0,50.0,10.0,10000000.0,0.6501950585175552,1300,65000.0,0.65
KR7092130004,이크레더블,2020-12-31,2020-12-30,23500.0,700.0,140.0,10000000.0,2.9787234042553195,425,297500.0,2.9749999999999996
KR7092130004,이크레더블,2021-12-31,2021-12-30,19700.0,2720.0,544.0,10000000.0,13.807106598984772,507,1379040.0,13.7904
KR7092130004,이크레더블,2022-12-31,2022-12-29,16050.0,1040.0,208.0,10000000.0,6.4797507788162,623,647920.0,6.4792000000000005
KR7092130004,이크레더블,2023-12-31,2023-12-28,13900.0,780.0,156.0,10000000.0,5.611510791366906,719,560820.0,5.6082
KR7092130004,이크레더블,2024-12-31,2024-12-30,12940.0,1590.0,318.0,10000000.0,12.287480680061824,772,1227480.0,12.274799999999999
KR7092190008,서울바이오시스,2020-12-31,2020-12-30,19250.0,143.0,28.6,10000000.0,0.7428571428571429,519,74217.0,0.74217
KR7092190008,서울바이오시스,2021-12-31,2021-12-30,13250.0,59.0,11.8,10000000.0,0.44528301886792454,754,44486.0,0.44486
KR7092440007,기신정기,2020-03-31,2020-03-30,2895.0,150.0,30.0,10000000.0,5.181347150259067,3454,518100.0,5.181
KR7092440007,기신정기,2021-03-31,2021-03-30,6070.0,150.0,30.0,10000000.0,2.471169686985173,1647,247050.0,2.4705
KR7092440007,기신정기,2022-03-31,2022-03-30,4650.0,150.0,30.0,10000000.0,3.225806451612903,2150,322500.0,3.225
KR7092440007,기신정기,2023-03-31,2023-03-30,3535.0,150.0,30.0,10000000.0,4.243281471004243,2828,424200.0,4.242
KR7092440007,기신정기,2024-03-31,2024-03-29,3010.0,120.0,24.0,10000000.0,3.9867109634551494,3322,398640.0,3.9863999999999997
KR7092440007,기신정기,2025-03-31,2025-03-28,2325.0,100.0,20.0,10000000.0,4.301075268817205,4301,430100.0,4.301
KR7092460005,한라아이엠에스,2020-12-31,2020-12-30,6390.0,100.0,20.0,10000000.0,1.5649452269170578,1564,156400.0,1.564
KR7092460005,한라아이엠에스,2021-12-31,2021-12-30,5070.0,100.0,20.0,10000000.0,1.9723865877712032,1972,197200.0,1.9720000000000002
KR7092460005,한라아이엠에스,2022-12-31,2022-12-29,5790.0,100.0,20.0,10000000.0,1.7271157167530224,1727,172700.0,1.727
KR7092460005,한라아이엠에스,2023-12-31,2023-12-28,6630.0,300.0,60.0,10000000.0,4.524886877828054,1508,452400.0,4.524
KR7092460005,한라아이엠에스,2024-12-31,2024-12-30,8150.0,300.0,60.0,10000000.0,3.6809815950920246,1226,367800.0,3.678
KR7088340005,유라클,2024-12-31,2024-12-30,10970.0,100.0,20.0,10000000.0,0.9115770282588878,911,91100.0,0.911
KR7088350004,한화생명보험,2020-12-31,2020-12-30,2440.0,30.0,0.6,10000000.0,1.2295081967213115,4098,122940.0,1.2294
KR7088350004,한화생명보험,2024-03-29,2024-03-28,2900.0,150.0,3.0,10000000.0,5.172413793103448,3448,517200.0,5.172000000000001
KR7088790001,진도,2021-12-31,2021-12-30,2820.0,40.0,8.0,10000000.0,1.4184397163120568,3546,141840.0,1.4184
KR7088790001,진도,2022-12-31,2022-12-29,2635.0,70.0,14.0,10000000.0,2.6565464895635675,3795,265650.0,2.6565
KR7088790001,진도,2023-12-31,2023-12-28,2035.0,50.0,10.0,10000000.0,2.457002457002457,4914,245700.0,2.4570000000000003
KR7088790001,진도,2024-12-31,2024-12-30,1651.0,30.0,6.0,10000000.0,1.8170805572380373,6056,181680.0,1.8168
KR7088980008,맥쿼리한국인프라투융자회사,2020-06-30,2020-06-29,11450.0,360.0,6.5777452951,10000000.0,3.14410480349345,873,314280.0,3.1428
KR7088980008,맥쿼리한국인프라투융자회사,2020-12-31,2020-12-30,10650.0,360.0,6.3291139241,10000000.0,3.3802816901408446,938,337680.0,3.3768
KR7088980008,맥쿼리한국인프라투융자회사,2021-06-30,2021-06-29,12500.0,370.0,6.3215445071,10000000.0,2.96,800,296000.0,2.96
KR7088980008,맥쿼리한국인프라투융자회사,2021-12-31,2021-12-30,14050.0,380.0,6.0731980182,10000000.0,2.704626334519573,711,270180.0,2.7018
KR7088980008,맥쿼리한국인프라투융자회사,2022-06-30,2022-06-29,13050.0,380.0,5.9505167554,10000000.0,2.9118773946360155,766,291080.0,2.9108
KR7088980008,맥쿼리한국인프라투융자회사,2022-12-31,2022-12-29,11050.0,390.0,6.2141491396,10000000.0,3.5294117647058822,904,352560.0,3.5256000000000003
KR7088980008,맥쿼리한국인프라투융자회사,2023-06-30,2023-06-29,12800.0,385.0,6.0071774068,10000000.0,3.0078125,781,300685.0,3.00685
KR7088980008,맥쿼리한국인프라투융자회사,2023-12-31,2023-12-28,12440.0,390.0,5.8365758755,10000000.0,3.135048231511254,803,313170.0,3.1317
KR7088980008,맥쿼리한국인프라투융자회사,2024-06-30,2024-06-28,12360.0,380.0,5.5882352941,10000000.0,3.074433656957929,809,307420.0,3.0742
KR7088980008,맥쿼리한국인프라투융자회사,2024-12-31,2024-12-30,10590.0,380.0,5.3310886644,10000000.0,3.588290840415486,944,358720.0,3.5872
KR7088980008,맥쿼리한국인프라투융자회사,2025-06-30,2025-06-27,11520.0,380.0,5.2363235497,10000000.0,3.298611111111111,868,329840.0,3.2984
KR7088980008,맥쿼리한국인프라투융자회사,2025-12-31,2025-12-30,11250.0,380.0,0.0,10000000.0,3.3777777777777773,888,337440.0,3.3744000000000005
KR7089030001,테크윙,2020-12-31,2020-12-30,23650.0,230.0,46.0,10000000.0,0.9725158562367865,422,97060.0,0.9705999999999999
KR7089030001,테크윙,2021-12-31,2021-12-30,22600.0,230.0,46.0,10000000.0,1.0176991150442478,442,101660.0,1.0166
KR7089030001,테크윙,2022-12-31,2022-12-29,5640.0,130.0,26.0,10000000.0,2.304964539007092,1773,230490.0,2.3049
KR7089030001,테크윙,2023-12-31,2023-12-28,11450.0,130.0,26.0,10000000.0,1.1353711790393013,873,113490.0,1.1349
KR7089030001,테크윙,2024-12-31,2024-12-30,38450.0,130.0,26.0,10000000.0,0.3381014304291287,260,33800.0,0.338
KR7088910005,동우팜투테이블,2023-12-31,2023-12-28,3100.0,30.0,6.0,10000000.0,0.967741935483871,3225,96750.0,0.9674999999999999
KR7089150007,케이씨티,2020-12-31,2020-12-30,5280.0,60.0,12.0,10000000.0,1.1363636363636365,1893,113580.0,1.1358
KR7089150007,케이씨티,2021-12-31,2021-12-30,6270.0,50.0,10.0,10000000.0,0.7974481658692184,1594,79700.0,0.7969999999999999
KR7089150007,케이씨티,2022-12-31,2022-12-29,3220.0,60.0,12.0,10000000.0,1.8633540372670807,3105,186300.0,1.863
KR7089150007,케이씨티,2023-12-31,2023-12-28,2880.0,60.0,12.0,10000000.0,2.083333333333333,3472,208320.0,2.0832
KR7089150007,케이씨티,2024-12-31,2024-12-30,2460.0,60.0,12.0,10000000.0,2.4390243902439024,4065,243900.0,2.439
KR7094170008,동운아나텍,2020-12-31,2020-12-30,12400.0,20.0,4.0,10000000.0,0.16129032258064516,806,16120.0,0.16119999999999998
KR7094170008,동운아나텍,2021-12-31,2021-12-30,8790.0,20.0,4.0,10000000.0,0.22753128555176336,1137,22740.0,0.2274
KR7094170008,동운아나텍,2023-12-31,2023-12-28,21000.0,70.0,14.0,10000000.0,0.33333333333333337,476,33320.0,0.3332
KR7094170008,동운아나텍,2024-12-31,2024-12-30,17990.0,70.0,14.0,10000000.0,0.38910505836575876,555,38850.0,0.3885
KR7094280005,효성ITX,2020-03-31,2020-03-30,12800.0,150.0,30.0,10000000.0,1.171875,781,117150.0,1.1715
KR7094280005,효성ITX,2020-06-30,2020-06-29,19550.0,150.0,30.0,10000000.0,0.7672634271099744,511,76650.0,0.7665
KR7094280005,효성ITX,2020-09-30,2020-09-29,25800.0,150.0,30.0,10000000.0,0.5813953488372093,387,58050.0,0.5805
KR7094280005,효성ITX,2020-12-31,2020-12-30,23200.0,300.0,60.0,10000000.0,1.293103448275862,431,129300.0,1.2930000000000001
KR7094280005,효성ITX,2021-03-31,2021-03-30,19600.0,150.0,30.0,10000000.0,0.7653061224489796,510,76500.0,0.765
KR7094280005,효성ITX,2021-06-30,2021-06-29,22350.0,150.0,30.0,10000000.0,0.6711409395973155,447,67050.0,0.6705
KR7094280005,효성ITX,2021-09-30,2021-09-29,20250.0,150.0,30.0,10000000.0,0.7407407407407408,493,73950.0,0.7394999999999999
KR7094280005,효성ITX,2021-12-31,2021-12-30,20000.0,300.0,60.0,10000000.0,1.5,500,150000.0,1.5
KR7094280005,효성ITX,2022-03-31,2022-03-30,17850.0,150.0,30.0,10000000.0,0.8403361344537815,560,84000.0,0.84
KR7094280005,효성ITX,2022-06-30,2022-06-29,14800.0,150.0,30.0,10000000.0,1.0135135135135136,675,101250.0,1.0125
KR7094280005,효성ITX,2022-09-30,2022-09-29,13550.0,150.0,30.0,10000000.0,1.107011070110701,738,110700.0,1.107
KR7094280005,효성ITX,2022-12-31,2022-12-29,13550.0,300.0,60.0,10000000.0,2.214022140221402,738,221400.0,2.214
KR7094280005,효성ITX,2023-03-31,2023-03-30,13390.0,150.0,30.0,10000000.0,1.1202389843166543,746,111900.0,1.119
KR7094280005,효성ITX,2023-06-30,2023-06-29,12940.0,150.0,30.0,10000000.0,1.1591962905718702,772,115800.0,1.158
KR7094280005,효성ITX,2023-09-30,2023-09-27,12470.0,150.0,30.0,10000000.0,1.202886928628709,801,120150.0,1.2015
KR7094280005,효성ITX,2023-12-31,2023-12-28,12430.0,300.0,60.0,10000000.0,2.413515687851971,804,241200.0,2.412
KR7094280005,효성ITX,2024-03-31,2024-03-29,12830.0,150.0,30.0,10000000.0,1.1691348402182384,779,116850.0,1.1684999999999999
KR7094280005,효성ITX,2024-06-30,2024-06-28,13470.0,150.0,30.0,10000000.0,1.1135857461024499,742,111300.0,1.113
KR7094280005,효성ITX,2024-09-30,2024-09-27,12970.0,150.0,30.0,10000000.0,1.156515034695451,771,115650.0,1.1565
KR7094280005,효성ITX,2024-12-31,2024-12-30,12210.0,300.0,60.0,10000000.0,2.457002457002457,819,245700.0,2.4570000000000003
KR7094280005,효성ITX,2025-03-31,2025-03-28,11820.0,150.0,30.0,10000000.0,1.2690355329949239,846,126900.0,1.269
KR7094280005,효성ITX,2025-06-30,2025-06-27,13470.0,150.0,30.0,10000000.0,1.1135857461024499,742,111300.0,1.113
KR7094280005,효성ITX,2025-09-30,2025-09-29,12920.0,150.0,30.0,10000000.0,1.1609907120743035,773,115950.0,1.1595
KR7094360005,칩스앤미디어,2020-12-31,2020-12-30,12200.0,50.0,10.0,10000000.0,0.4098360655737705,819,40950.0,0.4095
KR7094360005,칩스앤미디어,2021-12-31,2021-12-30,23700.0,163.0,32.6,10000000.0,0.6877637130801688,421,68623.0,0.68623
