ISIN코드,기업명,배당기준일,기준종가일,종가,1주당배당금,공시배당률,투자금액,시가배당률(%),매수주식수,총배당금,투자금대비배당률(%)
KR7006120000,에스케이디스커버리,2022-12-31,2022-12-29,30250.0,1200.0,24.0,10000000.0,3.9669421487603307,330,396000.0,3.9600000000000004
KR7006120000,에스케이디스커버리,2023-06-30,2023-06-29,35800.0,500.0,10.0,10000000.0,1.3966480446927374,279,139500.0,1.395
KR7006120000,에스케이디스커버리,2023-12-31,2023-12-28,39200.0,1200.0,24.0,10000000.0,3.061224489795918,255,306000.0,3.06
KR7006120000,에스케이디스커버리,2024-08-12,2024-08-09,34600.0,500.0,10.0,10000000.0,1.4450867052023122,289,144500.0,1.4449999999999998
KR7006120000,에스케이디스커버리,2025-03-31,2025-03-28,38750.0,1200.0,24.0,10000000.0,3.096774193548387,258,309600.0,3.096
KR7006120000,에스케이디스커버리,2025-08-11,2025-08-08,55600.0,500.0,10.0,10000000.0,0.8992805755395683,179,89500.0,0.895
KR7006140008,피제이전자,2020-12-31,2020-12-30,6510.0,100.0,20.0,10000000.0,1.5360983102918586,1536,153600.0,1.536
KR7006140008,피제이전자,2022-01-04,2022-01-03,7870.0,130.0,26.0,10000000.0,1.6518424396442184,1270,165100.0,1.651
KR7006140008,피제이전자,2022-12-31,2022-12-29,5610.0,100.0,20.0,10000000.0,1.7825311942959003,1782,178200.0,1.7819999999999998
KR7006140008,피제이전자,2023-12-31,2023-12-28,6700.0,120.0,24.0,10000000.0,1.791044776119403,1492,179040.0,1.7904
KR7006140008,피제이전자,2024-12-31,2024-12-30,4500.0,180.0,36.0,10000000.0,4.0,2222,399960.0,3.9995999999999996
KR7006200000,한국전자홀딩스,2022-12-31,2022-12-29,1000.0,50.0,10.0,10000000.0,5.0,10000,500000.0,5.0
KR7006200000,한국전자홀딩스,2023-12-31,2023-12-28,910.0,20.0,4.0,10000000.0,2.197802197802198,10989,219780.0,2.1978
KR7006200000,한국전자홀딩스,2024-12-31,2024-12-30,694.0,20.0,4.0,10000000.0,2.881844380403458,14409,288180.0,2.8818
KR7006220008,제주은행,2020-12-31,2020-12-30,3310.0,100.0,2.0,10000000.0,3.0211480362537766,3021,302100.0,3.021
KR7006220008,제주은행,2021-12-31,2021-12-30,6130.0,100.0,2.0,10000000.0,1.631321370309951,1631,163100.0,1.6310000000000002
KR7006220008,제주은행,2022-12-31,2022-12-29,10650.0,100.0,2.0,10000000.0,0.9389671361502347,938,93800.0,0.938
KR7006220008,제주은행,2024-03-29,2024-03-28,12400.0,100.0,2.0,10000000.0,0.8064516129032258,806,80600.0,0.8059999999999999
KR7006220008,제주은행,2025-03-31,2025-03-28,7560.0,100.0,2.0,10000000.0,1.3227513227513228,1322,132200.0,1.322
KR7006260004,LS,2020-12-31,2020-12-30,71400.0,1450.0,29.0,10000000.0,2.030812324929972,140,203000.0,2.03
KR7006260004,LS,2021-12-31,2021-12-30,54100.0,1450.0,29.0,10000000.0,2.6802218114602585,184,266800.0,2.6679999999999997
KR7006260004,LS,2022-12-31,2022-12-29,69700.0,1550.0,31.0,10000000.0,2.223816355810617,143,221650.0,2.2165
KR7006260004,LS,2023-12-31,2023-12-28,93200.0,1600.0,32.0,10000000.0,1.7167381974248928,107,171200.0,1.712
KR7006260004,LS,2025-02-28,2025-02-27,118900.0,1650.0,33.0,10000000.0,1.387720773759462,84,138600.0,1.3860000000000001
KR7006280002,녹십자,2020-12-31,2020-12-30,406000.0,1500.0,30.0,10000000.0,0.3694581280788177,24,36000.0,0.36
KR7006280002,녹십자,2021-12-31,2021-12-30,218000.0,2000.0,40.0,10000000.0,0.9174311926605505,45,90000.0,0.8999999999999999
KR7006280002,녹십자,2022-12-31,2022-12-29,129500.0,1750.0,35.0,10000000.0,1.3513513513513513,77,134750.0,1.3475000000000001
KR7006280002,녹십자,2023-12-31,2023-12-28,125500.0,1500.0,30.0,10000000.0,1.1952191235059761,79,118500.0,1.185
KR7006280002,녹십자,2024-12-31,2024-12-30,179500.0,1500.0,30.0,10000000.0,0.8356545961002786,55,82500.0,0.8250000000000001
KR7005690003,파미셀,2024-12-31,2024-12-30,8280.0,20.0,4.0,10000000.0,0.24154589371980675,1207,24140.0,0.2414
KR7005740006,크라운해태홀딩스,2020-12-31,2020-12-30,8810.0,100.0,20.0,10000000.0,1.1350737797956867,1135,113500.0,1.135
KR7005740006,크라운해태홀딩스,2021-12-31,2021-12-30,8580.0,100.0,20.0,10000000.0,1.1655011655011656,1165,116500.0,1.165
KR7005740006,크라운해태홀딩스,2022-12-31,2022-12-29,6790.0,100.0,20.0,10000000.0,1.4727540500736376,1472,147200.0,1.472
KR7005740006,크라운해태홀딩스,2023-12-31,2023-12-28,5790.0,100.0,20.0,10000000.0,1.7271157167530224,1727,172700.0,1.727
KR7005740006,크라운해태홀딩스,2024-12-31,2024-12-30,5500.0,130.0,26.0,10000000.0,2.3636363636363638,1818,236340.0,2.3634
KR7006400006,삼성SDI,2020-12-31,2020-12-30,628000.0,1000.0,20.0,10000000.0,0.15923566878980894,15,15000.0,0.15
KR7006400006,삼성SDI,2021-12-31,2021-12-30,655000.0,1000.0,20.0,10000000.0,0.15267175572519084,15,15000.0,0.15
KR7006400006,삼성SDI,2022-12-31,2022-12-29,591000.0,1030.0,20.6,10000000.0,0.17428087986463622,16,16480.0,0.1648
KR7006400006,삼성SDI,2023-12-31,2023-12-28,472000.0,1000.0,20.0,10000000.0,0.211864406779661,21,21000.0,0.21
KR7006400006,삼성SDI,2024-12-31,2024-12-30,247500.0,1000.0,20.0,10000000.0,0.40404040404040403,40,40000.0,0.4
KR7006570006,대림통상,2022-12-31,2022-12-29,3570.0,30.0,3.0,10000000.0,0.8403361344537815,2801,84030.0,0.8403
KR7006580005,대양제지공업,2020-12-31,2020-12-30,3160.0,40.0,8.0,10000000.0,1.2658227848101267,3164,126560.0,1.2656
KR7006580005,대양제지공업,2021-12-31,2021-12-30,3260.0,40.0,8.0,10000000.0,1.2269938650306749,3067,122680.0,1.2268
KR7006580005,대양제지공업,2022-12-31,2022-12-29,3260.0,40.0,8.0,10000000.0,1.2269938650306749,3067,122680.0,1.2268
KR7006620009,동구바이오제약,2020-12-31,2020-12-30,25050.0,100.0,20.0,10000000.0,0.39920159680638717,399,39900.0,0.39899999999999997
KR7006620009,동구바이오제약,2021-12-31,2021-12-30,8220.0,100.0,20.0,10000000.0,1.2165450121654502,1216,121600.0,1.216
KR7006620009,동구바이오제약,2022-12-31,2022-12-29,6140.0,110.0,22.0,10000000.0,1.7915309446254073,1628,179080.0,1.7908
KR7006620009,동구바이오제약,2023-12-31,2023-12-28,5660.0,120.0,24.0,10000000.0,2.1201413427561837,1766,211920.0,2.1191999999999998
KR7006620009,동구바이오제약,2024-12-31,2024-12-30,4800.0,120.0,24.0,10000000.0,2.5,2083,249960.0,2.4996
KR7006650006,대한유화,2020-12-31,2020-12-30,230000.0,3000.0,60.0,10000000.0,1.3043478260869565,43,129000.0,1.29
KR7006650006,대한유화,2021-12-31,2021-12-30,183000.0,3500.0,70.0,10000000.0,1.912568306010929,54,189000.0,1.8900000000000001
KR7006650006,대한유화,2022-12-31,2022-12-29,171500.0,1000.0,20.0,10000000.0,0.5830903790087464,58,58000.0,0.58
KR7006650006,대한유화,2023-12-31,2023-12-28,153000.0,1000.0,20.0,10000000.0,0.6535947712418301,65,65000.0,0.65
KR7006650006,대한유화,2024-12-31,2024-12-30,77700.0,1000.0,20.0,10000000.0,1.287001287001287,128,128000.0,1.28
KR7006660005,삼성공조,2020-12-31,2020-12-30,7220.0,80.0,16.0,10000000.0,1.10803324099723,1385,110800.0,1.1079999999999999
KR7006660005,삼성공조,2021-12-31,2021-12-30,16800.0,80.0,16.0,10000000.0,0.4761904761904762,595,47600.0,0.47600000000000003
KR7006660005,삼성공조,2022-12-31,2022-12-29,9750.0,80.0,16.0,10000000.0,0.8205128205128205,1025,82000.0,0.8200000000000001
KR7006660005,삼성공조,2023-12-31,2023-12-28,8740.0,60.0,12.0,10000000.0,0.6864988558352403,1144,68640.0,0.6864
KR7006660005,삼성공조,2024-12-31,2024-12-30,8890.0,80.0,16.0,10000000.0,0.8998875140607425,1124,89920.0,0.8992
KR7005850003,에스엘,2020-12-31,2020-12-30,16250.0,500.0,100.0,10000000.0,3.076923076923077,615,307500.0,3.075
KR7005850003,에스엘,2021-12-31,2021-12-30,31200.0,500.0,100.0,10000000.0,1.6025641025641024,320,160000.0,1.6
KR7005850003,에스엘,2022-12-31,2022-12-29,22950.0,600.0,120.0,10000000.0,2.6143790849673203,435,261000.0,2.6100000000000003
KR7005850003,에스엘,2023-12-31,2023-12-28,35700.0,900.0,180.0,10000000.0,2.5210084033613445,280,252000.0,2.52
KR7005850003,에스엘,2024-12-31,2024-12-30,30150.0,1200.0,240.0,10000000.0,3.9800995024875623,331,397200.0,3.972
KR7005930003,삼성전자,2020-03-31,2020-03-30,47850.0,354.0,354.0,10000000.0,0.7398119122257053,208,73632.0,0.7363200000000001
KR7005930003,삼성전자,2020-06-30,2020-06-29,52400.0,354.0,354.0,10000000.0,0.6755725190839694,190,67260.0,0.6726
KR7005930003,삼성전자,2020-09-30,2020-09-29,58200.0,354.0,354.0,10000000.0,0.6082474226804124,171,60534.0,0.60534
KR7005930003,삼성전자,2020-12-31,2020-12-30,81000.0,1932.0,1932.0,10000000.0,2.3851851851851853,123,237636.0,2.37636
KR7005930003,삼성전자,2021-03-31,2021-03-30,82200.0,361.0,361.0,10000000.0,0.4391727493917275,121,43681.0,0.43681
KR7005930003,삼성전자,2021-06-30,2021-06-29,81000.0,361.0,361.0,10000000.0,0.445679012345679,123,44403.0,0.44403000000000004
KR7005930003,삼성전자,2021-09-30,2021-09-29,74100.0,361.0,361.0,10000000.0,0.4871794871794872,134,48374.0,0.48374000000000006
KR7005930003,삼성전자,2021-12-31,2021-12-30,78300.0,361.0,361.0,10000000.0,0.4610472541507024,127,45847.0,0.45847
KR7005930003,삼성전자,2022-03-31,2022-03-30,69900.0,361.0,361.0,10000000.0,0.5164520743919886,143,51623.0,0.51623
KR7005930003,삼성전자,2022-06-30,2022-06-29,58000.0,361.0,361.0,10000000.0,0.6224137931034482,172,62092.0,0.62092
KR7005930003,삼성전자,2022-09-30,2022-09-29,52600.0,361.0,361.0,10000000.0,0.6863117870722434,190,68590.0,0.6859
KR7005930003,삼성전자,2022-12-31,2022-12-29,55300.0,361.0,361.0,10000000.0,0.6528028933092224,180,64980.0,0.6498
KR7005930003,삼성전자,2023-03-31,2023-03-30,63200.0,361.0,361.0,10000000.0,0.5712025316455697,158,57038.0,0.57038
KR7005930003,삼성전자,2023-06-30,2023-06-29,72400.0,361.0,361.0,10000000.0,0.4986187845303867,138,49818.0,0.49817999999999996
KR7005930003,삼성전자,2023-09-30,2023-09-27,68400.0,361.0,361.0,10000000.0,0.5277777777777778,146,52706.0,0.5270600000000001
KR7005930003,삼성전자,2023-12-31,2023-12-28,78500.0,361.0,361.0,10000000.0,0.4598726114649681,127,45847.0,0.45847
KR7005930003,삼성전자,2024-03-31,2024-03-29,82400.0,361.0,361.0,10000000.0,0.4381067961165048,121,43681.0,0.43681
KR7005930003,삼성전자,2024-06-30,2024-06-28,81500.0,361.0,361.0,10000000.0,0.44294478527607367,122,44042.0,0.44042
KR7005930003,삼성전자,2024-09-30,2024-09-27,64200.0,361.0,361.0,10000000.0,0.5623052959501558,155,55955.0,0.55955
KR7005930003,삼성전자,2024-12-31,2024-12-30,53200.0,363.0,363.0,10000000.0,0.6823308270676692,187,67881.0,0.67881
KR7005930003,삼성전자,2025-03-31,2025-03-28,60200.0,365.0,365.0,10000000.0,0.606312292358804,166,60590.0,0.6059
KR7005930003,삼성전자,2025-06-30,2025-06-27,60800.0,367.0,367.0,10000000.0,0.6036184210526316,164,60188.0,0.6018800000000001
KR7005930003,삼성전자,2025-09-30,2025-09-29,84200.0,370.0,370.0,10000000.0,0.43942992874109266,118,43660.0,0.4366
KR7006840003,에이케이홀딩스,2020-12-31,2020-12-30,25150.0,400.0,8.0,10000000.0,1.5904572564612325,397,158800.0,1.5879999999999999
KR7006840003,에이케이홀딩스,2021-12-31,2021-12-30,19300.0,200.0,4.0,10000000.0,1.0362694300518136,518,103600.0,1.036
KR7006840003,에이케이홀딩스,2022-12-31,2022-12-29,17200.0,200.0,4.0,10000000.0,1.1627906976744187,581,116200.0,1.162
KR7006840003,에이케이홀딩스,2024-03-21,2024-03-20,15440.0,200.0,4.0,10000000.0,1.2953367875647668,647,129400.0,1.294
KR7006840003,에이케이홀딩스,2025-03-18,2025-03-17,10720.0,400.0,8.0,10000000.0,3.731343283582089,932,372800.0,3.728
KR7006880009,신송홀딩스,2020-12-31,2020-12-30,4085.0,100.0,20.0,10000000.0,2.4479804161566707,2447,244700.0,2.447
KR7006880009,신송홀딩스,2021-12-31,2021-12-30,5190.0,120.0,24.0,10000000.0,2.312138728323699,1926,231120.0,2.3112
KR7006880009,신송홀딩스,2022-12-31,2022-12-29,5990.0,120.0,24.0,10000000.0,2.003338898163606,1669,200280.0,2.0028
KR7006880009,신송홀딩스,2023-12-31,2023-12-28,6060.0,120.0,24.0,10000000.0,1.9801980198019802,1650,198000.0,1.9800000000000002
KR7006880009,신송홀딩스,2024-12-31,2024-12-30,6230.0,120.0,24.0,10000000.0,1.9261637239165328,1605,192600.0,1.926
KR7006980007,우성,2020-12-31,2020-12-30,3000.0,15.0,3.0,10000000.0,0.5,3333,49995.0,0.49994999999999995
KR7006980007,우성,2021-12-31,2021-12-30,28000.0,150.0,3.0,10000000.0,0.5357142857142857,357,53550.0,0.5355000000000001
KR7006980007,우성,2023-12-31,2023-12-28,19830.0,300.0,6.0,10000000.0,1.5128593040847202,504,151200.0,1.512
KR7006980007,우성,2024-12-31,2024-12-30,14850.0,300.0,6.0,10000000.0,2.0202020202020203,673,201900.0,2.019
KR7007070006,지에스리테일,2020-12-31,2020-12-30,34450.0,900.0,90.0,10000000.0,2.6124818577648767,290,261000.0,2.6100000000000003
KR7007070006,지에스리테일,2021-12-31,2021-12-30,30400.0,1200.0,120.0,10000000.0,3.9473684210526314,328,393600.0,3.936
KR7007070006,지에스리테일,2022-12-31,2022-12-29,28150.0,430.0,43.0,10000000.0,1.52753108348135,355,152650.0,1.5265
KR7007070006,지에스리테일,2023-12-31,2023-12-28,23050.0,500.0,50.0,10000000.0,2.1691973969631237,433,216500.0,2.165
KR7007070006,지에스리테일,2025-02-28,2025-02-27,15520.0,500.0,50.0,10000000.0,3.221649484536082,644,322000.0,3.2199999999999998
KR7007160005,사조산업,2020-12-31,2020-12-30,31200.0,200.0,4.0,10000000.0,0.641025641025641,320,64000.0,0.64
KR7007160005,사조산업,2021-12-31,2021-12-30,47350.0,300.0,6.0,10000000.0,0.6335797254487857,211,63300.0,0.633
KR7007160005,사조산업,2022-12-31,2022-12-29,45000.0,350.0,7.0,10000000.0,0.7777777777777778,222,77700.0,0.777
KR7007160005,사조산업,2023-12-31,2023-12-28,42000.0,200.0,4.0,10000000.0,0.4761904761904762,238,47600.0,0.47600000000000003
KR7007210008,벽산,2020-12-31,2020-12-30,2505.0,7.0,1.4,10000000.0,0.27944111776447106,3992,27944.0,0.27943999999999997
KR7007210008,벽산,2021-12-31,2021-12-30,3915.0,10.0,2.0,10000000.0,0.2554278416347382,2554,25540.0,0.25539999999999996
KR7007210008,벽산,2022-12-31,2022-12-29,2020.0,25.0,5.0,10000000.0,1.2376237623762376,4950,123750.0,1.2375
KR7007210008,벽산,2023-12-31,2023-12-28,2625.0,60.0,12.0,10000000.0,2.2857142857142856,3809,228540.0,2.2854
KR7007210008,벽산,2025-03-21,2025-03-20,2190.0,37.0,7.4,10000000.0,1.6894977168949772,4566,168942.0,1.6894200000000001
KR7007280001,한국특강,2025-08-29,2025-08-28,1598.0,100.0,20.0,10000000.0,6.25782227784731,6257,625700.0,6.257
KR7007310006,오뚜기,2020-12-31,2020-12-30,577000.0,8000.0,160.0,10000000.0,1.386481802426343,17,136000.0,1.3599999999999999
KR7007310006,오뚜기,2021-12-31,2021-12-30,456000.0,8000.0,160.0,10000000.0,1.7543859649122806,21,168000.0,1.68
KR7007310006,오뚜기,2022-12-31,2022-12-29,476000.0,9000.0,180.0,10000000.0,1.8907563025210083,21,189000.0,1.8900000000000001
KR7007310006,오뚜기,2023-12-31,2023-12-28,400000.0,9000.0,180.0,10000000.0,2.25,25,225000.0,2.25
KR7007310006,오뚜기,2025-03-17,2025-03-14,394500.0,9000.0,180.0,10000000.0,2.2813688212927756,25,225000.0,2.25
KR7007330004,푸른저축은행,2020-12-31,2020-12-30,8280.0,550.0,55.0,10000000.0,6.642512077294686,1207,663850.0,6.6385
KR7007330004,푸른저축은행,2021-12-31,2021-12-30,12150.0,650.0,65.0,10000000.0,5.349794238683128,823,534950.0,5.3495
KR7007330004,푸른저축은행,2022-12-31,2022-12-29,12400.0,650.0,65.0,10000000.0,5.241935483870968,806,523900.0,5.239
KR7007330004,푸른저축은행,2023-12-31,2023-12-28,8590.0,650.0,65.0,10000000.0,7.566938300349244,1164,756600.0,7.566000000000001
KR7007330004,푸른저축은행,2024-12-31,2024-12-30,8480.0,650.0,65.0,10000000.0,7.665094339622641,1179,766350.0,7.663499999999999
KR7007340003,디엔오토모티브,2020-06-30,2020-06-29,24600.0,500.0,100.0,10000000.0,2.0325203252032518,406,203000.0,2.03
KR7007340003,디엔오토모티브,2020-12-31,2020-12-30,25750.0,1500.0,300.0,10000000.0,5.825242718446602,388,582000.0,5.82
KR7007340003,디엔오토모티브,2021-06-30,2021-06-29,41800.0,1000.0,200.0,10000000.0,2.3923444976076556,239,239000.0,2.39
KR7007340003,디엔오토모티브,2021-12-31,2021-12-30,71800.0,1000.0,200.0,10000000.0,1.392757660167131,139,139000.0,1.39
KR7007340003,디엔오토모티브,2022-06-30,2022-06-29,56400.0,500.0,100.0,10000000.0,0.8865248226950355,177,88500.0,0.885
KR7007340003,디엔오토모티브,2022-12-31,2022-12-29,64100.0,2000.0,400.0,10000000.0,3.1201248049921997,156,312000.0,3.1199999999999997
KR7007340003,디엔오토모티브,2023-06-30,2023-06-29,92100.0,500.0,100.0,10000000.0,0.5428881650380022,108,54000.0,0.54
KR7007340003,디엔오토모티브,2024-02-29,2024-02-28,85500.0,2500.0,500.0,10000000.0,2.923976608187134,116,290000.0,2.9000000000000004
KR7007340003,디엔오토모티브,2024-09-30,2024-09-27,102100.0,400.0,400.0,10000000.0,0.3917727717923604,97,38800.0,0.388
KR7007340003,디엔오토모티브,2025-02-28,2025-02-27,21800.0,600.0,600.0,10000000.0,2.7522935779816518,458,274800.0,2.748
KR7007340003,디엔오토모티브,2025-07-31,2025-07-30,29300.0,500.0,500.0,10000000.0,1.7064846416382253,341,170500.0,1.7049999999999998
KR7007370000,진양제약,2020-12-31,2020-12-30,7000.0,100.0,20.0,10000000.0,1.4285714285714286,1428,142800.0,1.428
KR7007370000,진양제약,2021-12-31,2021-12-30,7040.0,100.0,20.0,10000000.0,1.4204545454545454,1420,142000.0,1.4200000000000002
KR7007370000,진양제약,2022-12-31,2022-12-29,6520.0,150.0,30.0,10000000.0,2.3006134969325154,1533,229950.0,2.2995
KR7007370000,진양제약,2023-12-31,2023-12-28,6190.0,150.0,30.0,10000000.0,2.4232633279483036,1615,242250.0,2.4225
KR7007370000,진양제약,2024-12-31,2024-12-30,5820.0,150.0,30.0,10000000.0,2.5773195876288657,1718,257700.0,2.577
KR7007370000,진양제약,2025-12-31,2025-12-30,5030.0,150.0,30.0,10000000.0,2.982107355864811,1988,298200.0,2.9819999999999998
KR7007530009,와이엠,2024-12-31,2024-12-30,2410.0,30.0,6.0,10000000.0,1.2448132780082988,4149,124470.0,1.2447
KR7007540008,샘표,2020-12-31,2020-12-30,49000.0,200.0,20.0,10000000.0,0.40816326530612246,204,40800.0,0.40800000000000003
KR7007540008,샘표,2021-12-31,2021-12-30,42650.0,200.0,20.0,10000000.0,0.4689331770222743,234,46800.0,0.468
KR7007540008,샘표,2022-12-31,2022-12-29,47400.0,200.0,20.0,10000000.0,0.42194092827004215,210,42000.0,0.42
KR7007540008,샘표,2023-12-31,2023-12-28,49500.0,200.0,20.0,10000000.0,0.40404040404040403,202,40400.0,0.404
KR7007540008,샘표,2024-12-31,2024-12-30,37700.0,200.0,20.0,10000000.0,0.5305039787798408,265,53000.0,0.53
KR7007570005,일양약품,2020-12-31,2020-12-30,65800.0,120.0,4.8,10000000.0,0.182370820668693,151,18120.0,0.1812
KR7007570005,일양약품,2021-12-31,2021-12-30,28050.0,200.0,8.0,10000000.0,0.7130124777183601,356,71200.0,0.712
KR7007570005,일양약품,2022-12-31,2022-12-29,19350.0,150.0,6.0,10000000.0,0.7751937984496124,516,77400.0,0.774
KR7007570005,일양약품,2023-12-31,2023-12-28,15650.0,150.0,6.0,10000000.0,0.9584664536741214,638,95700.0,0.9570000000000001
KR7007570005,일양약품,2024-12-31,2024-12-30,11410.0,150.0,6.0,10000000.0,1.3146362839614372,876,131400.0,1.314
KR7007590003,동방아그로,2020-09-30,2020-09-29,6240.0,120.0,24.0,10000000.0,1.9230769230769231,1602,192240.0,1.9224
KR7007590003,동방아그로,2020-12-31,2020-12-30,6400.0,250.0,50.0,10000000.0,3.90625,1562,390500.0,3.9050000000000002
KR7007590003,동방아그로,2021-06-30,2021-06-29,8850.0,100.0,20.0,10000000.0,1.1299435028248588,1129,112900.0,1.129
KR7007590003,동방아그로,2021-12-31,2021-12-30,7270.0,250.0,50.0,10000000.0,3.43878954607978,1375,343750.0,3.4375000000000004
KR7007590003,동방아그로,2022-12-31,2022-12-29,6310.0,250.0,50.0,10000000.0,3.9619651347068143,1584,396000.0,3.9600000000000004
KR7007590003,동방아그로,2023-12-31,2023-12-28,6360.0,300.0,60.0,10000000.0,4.716981132075472,1572,471600.0,4.716
KR7007590003,동방아그로,2024-12-31,2024-12-30,6180.0,300.0,60.0,10000000.0,4.854368932038835,1618,485400.0,4.854
KR7006360002,지에스건설,2020-12-31,2020-12-30,37800.0,1200.0,24.0,10000000.0,3.1746031746031744,264,316800.0,3.168
KR7006360002,지에스건설,2021-12-31,2021-12-30,39600.0,1300.0,26.0,10000000.0,3.2828282828282833,252,327600.0,3.276
KR7006360002,지에스건설,2022-12-31,2022-12-29,21150.0,1300.0,26.0,10000000.0,6.1465721040189125,472,613600.0,6.136
KR7006360002,지에스건설,2025-02-28,2025-02-27,18540.0,300.0,6.0,10000000.0,1.6181229773462782,539,161700.0,1.617
KR7006370001,대구백화점,2020-12-31,2020-12-30,9140.0,100.0,2.0,10000000.0,1.0940919037199124,1094,109400.0,1.094
KR7006370001,대구백화점,2021-12-31,2021-12-30,11650.0,100.0,2.0,10000000.0,0.8583690987124464,858,85800.0,0.8580000000000001
KR7006370001,대구백화점,2022-12-31,2022-12-29,9820.0,50.0,1.0,10000000.0,0.5091649694501018,1018,50900.0,0.509
KR7006370001,대구백화점,2023-12-31,2023-12-28,9070.0,50.0,1.0,10000000.0,0.5512679162072767,1102,55100.0,0.551
KR7007660004,이수페타시스,2022-12-31,2022-12-29,5630.0,100.0,10.0,10000000.0,1.7761989342806392,1776,177600.0,1.7760000000000002
KR7007660004,이수페타시스,2023-12-31,2023-12-28,29450.0,100.0,10.0,10000000.0,0.3395585738539898,339,33900.0,0.33899999999999997
KR7007660004,이수페타시스,2025-03-31,2025-03-28,38050.0,150.0,15.0,10000000.0,0.39421813403416556,262,39300.0,0.393
KR7007680002,대원,2020-12-31,2020-12-30,9560.0,250.0,50.0,10000000.0,2.615062761506276,1046,261500.0,2.6149999999999998
KR7007680002,대원,2021-12-31,2021-12-30,9380.0,300.0,60.0,10000000.0,3.1982942430703627,1066,319800.0,3.198
KR7007680002,대원,2022-12-31,2022-12-29,7020.0,300.0,60.0,10000000.0,4.273504273504273,1424,427200.0,4.272
KR7007680002,대원,2025-03-14,2025-03-13,4070.0,120.0,24.0,10000000.0,2.9484029484029484,2457,294840.0,2.9484
KR7007690001,국도화학,2020-12-31,2020-12-30,54000.0,1200.0,24.0,10000000.0,2.2222222222222223,185,222000.0,2.22
KR7007690001,국도화학,2021-12-31,2021-12-30,56500.0,2200.0,44.0,10000000.0,3.893805309734513,176,387200.0,3.872
KR7007690001,국도화학,2022-12-31,2022-12-29,42750.0,1400.0,28.0,10000000.0,3.274853801169591,233,326200.0,3.2620000000000005
KR7007690001,국도화학,2023-12-31,2023-12-28,40950.0,1200.0,24.0,10000000.0,2.93040293040293,244,292800.0,2.928
KR7007690001,국도화학,2025-03-10,2025-03-07,33050.0,600.0,12.0,10000000.0,1.8154311649016641,302,181200.0,1.812
KR7007700008,에프앤에프홀딩스,2020-12-31,2020-12-30,84400.0,1000.0,200.0,10000000.0,1.1848341232227488,118,118000.0,1.18
KR7007700008,에프앤에프홀딩스,2021-12-31,2021-12-30,33300.0,170.0,34.0,10000000.0,0.5105105105105104,300,51000.0,0.51
KR7007700008,에프앤에프홀딩스,2022-12-31,2022-12-29,30450.0,350.0,70.0,10000000.0,1.1494252873563218,328,114800.0,1.1480000000000001
KR7007700008,에프앤에프홀딩스,2023-12-31,2023-12-28,15630.0,400.0,80.0,10000000.0,2.5591810620601407,639,255600.0,2.556
KR7007700008,에프앤에프홀딩스,2024-12-31,2024-12-30,12060.0,450.0,90.0,10000000.0,3.731343283582089,829,373050.0,3.7304999999999997
KR7007770001,한일화학공업,2020-12-31,2020-12-30,10250.0,50.0,10.0,10000000.0,0.4878048780487805,975,48750.0,0.4875
KR7007770001,한일화학공업,2021-12-31,2021-12-30,16000.0,120.0,24.0,10000000.0,0.75,625,75000.0,0.75
KR7007770001,한일화학공업,2022-12-31,2022-12-29,16150.0,100.0,20.0,10000000.0,0.6191950464396285,619,61900.0,0.619
KR7007770001,한일화학공업,2023-12-31,2023-12-28,16380.0,50.0,10.0,10000000.0,0.3052503052503053,610,30500.0,0.305
KR7007770001,한일화학공업,2024-12-31,2024-12-30,11150.0,50.0,10.0,10000000.0,0.4484304932735426,896,44800.0,0.44799999999999995
KR7007860000,서연,2020-12-31,2020-12-30,9690.0,50.0,10.0,10000000.0,0.5159958720330238,1031,51550.0,0.5155
KR7007860000,서연,2021-12-31,2021-12-30,12300.0,100.0,20.0,10000000.0,0.8130081300813009,813,81300.0,0.8130000000000001
KR7007860000,서연,2022-12-31,2022-12-29,6930.0,100.0,20.0,10000000.0,1.443001443001443,1443,144300.0,1.443
KR7007860000,서연,2023-12-31,2023-12-28,8590.0,150.0,30.0,10000000.0,1.7462165308498252,1164,174600.0,1.746
KR7007860000,서연,2024-12-31,2024-12-30,6750.0,200.0,40.0,10000000.0,2.9629629629629632,1481,296200.0,2.962
KR7007980006,티피,2022-12-31,2022-12-29,1715.0,30.0,6.0,10000000.0,1.749271137026239,5830,174900.0,1.7489999999999999
KR7007980006,티피,2023-12-31,2023-12-28,2175.0,35.0,7.0,10000000.0,1.6091954022988506,4597,160895.0,1.6089499999999999
KR7007980006,티피,2024-12-31,2024-12-30,1412.0,50.0,10.0,10000000.0,3.5410764872521248,7082,354100.0,3.5409999999999995
KR7006730006,서부티엔디,2020-12-31,2020-12-30,7560.0,50.0,10.0,10000000.0,0.6613756613756614,1322,66100.0,0.661
KR7006730006,서부티엔디,2021-12-31,2021-12-30,8940.0,50.0,10.0,10000000.0,0.5592841163310962,1118,55900.0,0.559
KR7006730006,서부티엔디,2022-12-31,2022-12-29,7740.0,50.0,10.0,10000000.0,0.6459948320413437,1291,64550.0,0.6455
KR7006730006,서부티엔디,2023-12-31,2023-12-28,7200.0,50.0,10.0,10000000.0,0.6944444444444444,1388,69400.0,0.694
