isinCd,stckIssuCmpyNm,dvdnBasDt,stckGenrDvdnAmt,stckGenrCashDvdnRt
KR7000050005,경방,19921231,700.0,0.0
KR7000050005,경방,20031231,250.0,5.0
KR7000050005,경방,20101231,750.0,15.0
KR7000050005,경방,20131231,250.0,5.0
KR7000050005,경방,20141231,500.0,10.0
KR7000050005,경방,20151231,1250.0,25.0
KR7000050005,경방,20161231,180.0,36.0
KR7000050005,경방,20171231,180.0,36.0
KR7000050005,경방,20181231,125.0,25.0
KR7000050005,경방,20191231,125.0,25.0
KR7000050005,경방,20201231,125.0,25.0
KR7000050005,경방,20211231,125.0,25.0
KR7000050005,경방,20221231,125.0,25.0
KR7000050005,경방,20231231,125.0,25.0
KR7000050005,경방,20241231,150.0,30.0
KR7000060004,메리츠화재해상보험,20030331,1000.0,20.0
KR7000060004,메리츠화재해상보험,20040331,1000.0,20.0
KR7000060004,메리츠화재해상보험,20050331,1000.0,20.0
KR7000060004,메리츠화재해상보험,20060331,100.0,20.0
KR7000060004,메리츠화재해상보험,20070331,100.0,20.0
KR7000060004,메리츠화재해상보험,20070930,100.0,20.0
KR7000060004,메리츠화재해상보험,20080331,125.0,25.0
KR7000060004,메리츠화재해상보험,20080930,50.0,10.0
KR7000060004,메리츠화재해상보험,20100331,300.0,60.0
KR7000060004,메리츠화재해상보험,20110331,450.0,90.0
KR7000060004,메리츠화재해상보험,20120331,550.0,110.0
KR7000060004,메리츠화재해상보험,20130331,300.0,60.0
KR7000060004,메리츠화재해상보험,20131231,320.0,64.0
KR7000060004,메리츠화재해상보험,20141231,380.0,76.0
KR7000060004,메리츠화재해상보험,20151231,570.0,114.0
KR7000060004,메리츠화재해상보험,20161231,830.0,166.0
KR7000060004,메리츠화재해상보험,20171231,1140.0,228.0
KR7000060004,메리츠화재해상보험,20181231,820.0,164.0
KR7000060004,메리츠화재해상보험,20191231,850.0,170.0
KR7000060004,메리츠화재해상보험,20201231,1280.0,256.0
KR7000060004,메리츠화재해상보험,20211231,620.0,124.0
KR7000070003,삼양홀딩스,19900630,650.0,0.0
KR7000070003,삼양홀딩스,19920630,850.0,0.0
KR7000070003,삼양홀딩스,19940630,600.0,0.0
KR7000070003,삼양홀딩스,19960630,100.0,0.0
KR7000070003,삼양홀딩스,20021231,500.0,10.0
KR7000070003,삼양홀딩스,20031231,1050.0,21.0
KR7000070003,삼양홀딩스,20041231,1150.0,23.0
KR7000070003,삼양홀딩스,20051231,1150.0,23.0
KR7000070003,삼양홀딩스,20061231,1050.0,21.0
KR7000070003,삼양홀딩스,20071231,250.0,5.0
KR7000070003,삼양홀딩스,20081231,500.0,10.0
KR7000070003,삼양홀딩스,20091231,1500.0,30.0
KR7000070003,삼양홀딩스,20101231,1750.0,35.0
KR7000070003,삼양홀딩스,20111231,2000.0,40.0
KR7000070003,삼양홀딩스,20121231,1500.0,30.0
KR7000070003,삼양홀딩스,20131231,1250.0,25.0
KR7000070003,삼양홀딩스,20141231,1500.0,30.0
KR7000070003,삼양홀딩스,20151231,1500.0,30.0
KR7000070003,삼양홀딩스,20161231,2000.0,40.0
KR7000070003,삼양홀딩스,20171231,2000.0,40.0
KR7000070003,삼양홀딩스,20181231,2000.0,40.0
KR7000070003,삼양홀딩스,20191231,2000.0,40.0
KR7000070003,삼양홀딩스,20201231,2250.0,45.0
KR7000070003,삼양홀딩스,20211231,3000.0,60.0
KR7000070003,삼양홀딩스,20221231,3500.0,70.0
KR7000070003,삼양홀딩스,20231231,3500.0,70.0
KR7000070003,삼양홀딩스,20241231,3500.0,70.0
KR7000080002,하이트진로,20091231,2000.0,40.0
KR7000080002,하이트진로,20101231,1500.0,30.0
KR7000080002,하이트진로,20111231,1250.0,25.0
KR7000080002,하이트진로,20121231,1250.0,25.0
KR7000080002,하이트진로,20131231,1100.0,22.0
KR7000080002,하이트진로,20141231,1000.0,20.0
KR7000080002,하이트진로,20151231,1000.0,20.0
KR7000080002,하이트진로,20161231,900.0,18.0
KR7000080002,하이트진로,20171231,800.0,16.0
KR7000080002,하이트진로,20181231,800.0,16.0
KR7000080002,하이트진로,20191231,700.0,14.0
HK0000214814,헝셩그룹,20161231,52.0,0.0
HK0000214814,헝셩그룹,20171231,30.58,0.0
HK0000449303,윙입푸드홀딩스,20181231,1851481913.0,0.0
HK0000449303,윙입푸드홀딩스,20191231,10.593,0.0
HK0000449303,윙입푸드홀딩스,20201231,10.217,0.0
KR7000010009,신한은행,19951231,200.0,0.0
KR7000010009,신한은행,20101231,301.0,6.02
KR7000010009,신한은행,20111231,246.0,4.92
KR7000010009,신한은행,20131231,227.04,4.5408
KR7000020008,동화약품,20030331,500.0,10.0
KR7000020008,동화약품,20040331,500.0,10.0
KR7000020008,동화약품,20050331,500.0,10.0
KR7000020008,동화약품,20060331,500.0,10.0
KR7000020008,동화약품,20070331,600.0,12.0
KR7000020008,동화약품,20080331,700.0,14.0
KR7000020008,동화약품,20090331,750.0,15.0
KR7000020008,동화약품,20091231,100.0,10.0
KR7000020008,동화약품,20101231,100.0,10.0
KR7000020008,동화약품,20111231,100.0,10.0
KR7000020008,동화약품,20121231,80.0,8.0
KR7000020008,동화약품,20131231,70.0,7.0
KR7000020008,동화약품,20141231,80.0,8.0
KR7000020008,동화약품,20151231,80.0,8.0
KR7000020008,동화약품,20161231,110.0,11.0
KR7000020008,동화약품,20171231,150.0,15.0
KR7000020008,동화약품,20181231,120.0,12.0
KR7000020008,동화약품,20191231,120.0,12.0
KR7000020008,동화약품,20201231,180.0,18.0
KR7000020008,동화약품,20211231,180.0,18.0
KR7000020008,동화약품,20221231,180.0,18.0
KR7000020008,동화약품,20231231,180.0,18.0
KR7000020008,동화약품,20241231,180.0,18.0
KR7000030007,우리은행,19951230,200.0,0.0
KR7000030007,우리은행,19951231,150.0,0.0
KR7000030007,우리은행,20021231,250.0,5.0
KR7000030007,우리은행,20031231,420.0,8.4
KR7000030007,우리은행,20071231,315.0,6.3
KR7000030007,우리은행,20091231,330.0,6.6
KR7000030007,우리은행,20101231,476.0,9.52
KR7000030007,우리은행,20111231,608.0,12.16
KR7000030007,우리은행,20131231,275.0,5.5
KR7000030007,우리은행,20141231,500.0,10.0
KR7000030007,우리은행,20150630,250.0,5.0
KR7000030007,우리은행,20151231,250.0,5.0
KR7000030007,우리은행,20161231,400.0,8.0
KR7000030007,우리은행,20170630,100.0,2.0
KR7000030007,우리은행,20171231,500.0,10.0
KR7000030007,우리은행,20181231,650.0,13.0
KR7000030007,우리은행,20190612,1000.0,20.0
KR7000100008,유한양행,20001231,750.0,15.0
KR7000100008,유한양행,20021231,1000.0,20.0
KR7000100008,유한양행,20031231,1000.0,20.0
KR7000100008,유한양행,20041231,1000.0,20.0
KR7000100008,유한양행,20051231,1000.0,20.0
KR7000100008,유한양행,20061231,1000.0,20.0
KR7000100008,유한양행,20071231,1000.0,20.0
KR7000100008,유한양행,20081231,1000.0,20.0
KR7000100008,유한양행,20091231,1000.0,20.0
KR7000100008,유한양행,20101231,1000.0,20.0
KR7000100008,유한양행,20111231,1250.0,25.0
KR7000100008,유한양행,20121231,1250.0,25.0
KR7000100008,유한양행,20131231,1500.0,30.0
KR7000100008,유한양행,20141231,1750.0,35.0
KR7000100008,유한양행,20151231,2000.0,40.0
KR7000100008,유한양행,20161231,2000.0,40.0
KR7000100008,유한양행,20171231,2000.0,40.0
KR7000100008,유한양행,20181231,2000.0,40.0
KR7000100008,유한양행,20191231,2000.0,40.0
KR7000100008,유한양행,20201231,400.0,40.0
KR7000100008,유한양행,20211231,400.0,40.0
KR7000100008,유한양행,20221231,400.0,40.0
KR7000100008,유한양행,20231231,450.0,45.0
KR7000100008,유한양행,20241231,500.0,50.0
KR7000150003,두산,20081231,1000.0,20.0
KR7000150003,두산,20090930,500.0,10.0
KR7000150003,두산,20091231,2000.0,40.0
KR7000150003,두산,20100630,500.0,10.0
KR7000150003,두산,20101231,2000.0,40.0
KR7000150003,두산,20110930,500.0,10.0
KR7000150003,두산,20111231,2500.0,50.0
KR7000150003,두산,20120630,500.0,10.0
KR7000150003,두산,20121231,3000.0,60.0
KR7000150003,두산,20130630,500.0,10.0
KR7000150003,두산,20131231,3000.0,60.0
KR7000150003,두산,20140630,500.0,10.0
KR7000150003,두산,20141231,3500.0,70.0
KR7000150003,두산,20151231,4550.0,91.0
KR7000150003,두산,20161231,5100.0,102.0
KR7000150003,두산,20171231,5100.0,102.0
KR7000150003,두산,20180331,1300.0,26.0
KR7000150003,두산,20180630,1300.0,26.0
KR7000150003,두산,20180930,1300.0,26.0
KR7000150003,두산,20181231,1300.0,26.0
KR7000150003,두산,20190331,1300.0,26.0
KR7000150003,두산,20190630,1300.0,26.0
KR7000150003,두산,20190930,1300.0,26.0
KR7000150003,두산,20191231,1300.0,26.0
KR7000150003,두산,20201231,2000.0,40.0
KR7000150003,두산,20211231,2000.0,40.0
KR7000150003,두산,20221231,2000.0,40.0
KR7000150003,두산,20240402,2000.0,40.0
KR7000150003,두산,20250403,2000.0,40.0
KR7000080002,하이트진로,20201231,750.0,15.0
KR7000080002,하이트진로,20211231,800.0,16.0
KR7000080002,하이트진로,20221231,950.0,19.0
KR7000080002,하이트진로,20231231,950.0,19.0
KR7000080002,하이트진로,20241231,700.0,14.0
KR7000120006,씨제이대한통운,20221231,500.0,10.0
KR7000120006,씨제이대한통운,20240401,500.0,10.0
KR7000120006,씨제이대한통운,20250331,800.0,16.0
KR7000140004,하이트진로홀딩스,20021231,1000.0,20.0
KR7000140004,하이트진로홀딩스,20031231,1100.0,22.0
KR7000140004,하이트진로홀딩스,20041231,1100.0,22.0
KR7000140004,하이트진로홀딩스,20051231,1100.0,22.0
KR7000140004,하이트진로홀딩스,20061231,1100.0,22.0
KR7000140004,하이트진로홀딩스,20071231,1200.0,24.0
KR7000140004,하이트진로홀딩스,20081231,300.0,6.0
KR7000140004,하이트진로홀딩스,20091231,150.0,3.0
KR7000140004,하이트진로홀딩스,20101231,150.0,3.0
KR7000140004,하이트진로홀딩스,20111231,150.0,3.0
KR7000140004,하이트진로홀딩스,20121231,350.0,7.0
KR7000140004,하이트진로홀딩스,20131231,350.0,7.0
KR7000140004,하이트진로홀딩스,20141231,450.0,9.0
KR7000140004,하이트진로홀딩스,20151231,200.0,4.0
KR7000140004,하이트진로홀딩스,20161231,200.0,4.0
KR7000140004,하이트진로홀딩스,20171231,150.0,3.0
KR7000140004,하이트진로홀딩스,20181231,200.0,4.0
KR7000140004,하이트진로홀딩스,20191231,350.0,7.0
KR7000140004,하이트진로홀딩스,20201231,400.0,8.0
KR7000140004,하이트진로홀딩스,20211231,450.0,9.0
KR7000140004,하이트진로홀딩스,20221231,500.0,10.0
KR7000140004,하이트진로홀딩스,20231231,550.0,11.0
KR7000140004,하이트진로홀딩스,20241231,350.0,7.0
KR7000230003,일동홀딩스,20030331,500.0,10.0
KR7000230003,일동홀딩스,20040331,500.0,10.0
KR7000230003,일동홀딩스,20050331,700.0,14.0
KR7000230003,일동홀딩스,20060331,800.0,16.0
KR7000230003,일동홀딩스,20070331,800.0,16.0
KR7000230003,일동홀딩스,20080331,800.0,16.0
KR7000230003,일동홀딩스,20090331,700.0,14.0
KR7000230003,일동홀딩스,20100331,900.0,18.0
KR7000230003,일동홀딩스,20101231,700.0,14.0
KR7000230003,일동홀딩스,20111231,180.0,18.0
KR7000230003,일동홀딩스,20121231,150.0,15.0
KR7000230003,일동홀딩스,20131231,160.0,16.0
KR7000230003,일동홀딩스,20141231,200.0,20.0
KR7000230003,일동홀딩스,20151231,300.0,30.0
KR7000230003,일동홀딩스,20161231,150.0,15.0
KR7000230003,일동홀딩스,20171231,200.0,20.0
KR7000230003,일동홀딩스,20181231,200.0,20.0
KR7000230003,일동홀딩스,20191231,100.0,10.0
KR7000230003,일동홀딩스,20201231,100.0,10.0
KR7000230003,일동홀딩스,20211231,100.0,10.0
KR7000230003,일동홀딩스,20221231,100.0,10.0
KR7000230003,일동홀딩스,20231231,100.0,10.0
KR7000250001,삼천당제약,20181231,50.0,10.0
KR7000250001,삼천당제약,20191231,50.0,10.0
KR7000250001,삼천당제약,20241231,200.0,40.0
KR7000270009,기아,20021231,250.0,5.0
KR7000270009,기아,20031231,350.0,7.0
KR7000270009,기아,20041231,350.0,7.0
KR7000270009,기아,20051231,250.0,5.0
KR7000270009,기아,20091231,250.0,5.0
KR7000270009,기아,20101231,500.0,10.0
KR7000270009,기아,20111231,600.0,12.0
KR7000270009,기아,20121231,650.0,13.0
KR7000270009,기아,20131231,700.0,14.0
KR7000270009,기아,20141231,1000.0,20.0
KR7000270009,기아,20151231,1100.0,22.0
KR7000270009,기아,20161231,1100.0,22.0
KR7000270009,기아,20171231,800.0,16.0
KR7000270009,기아,20181231,900.0,18.0
KR7000270009,기아,20191231,1150.0,23.0
KR7000270009,기아,20201231,1000.0,20.0
KR7000270009,기아,20211231,3000.0,60.0
KR7000180000,성창기업지주,20040930,400.0,8.0
KR7000180000,성창기업지주,20050930,250.0,5.0
KR7000180000,성창기업지주,20060930,300.0,6.0
KR7000180000,성창기업지주,20070930,300.0,6.0
KR7000180000,성창기업지주,20111231,500.0,10.0
KR7000180000,성창기업지주,20151231,300.0,6.0
KR7000180000,성창기업지주,20161231,10.0,2.0
KR7000210005,디엘,20021231,700.0,14.0
KR7000210005,디엘,20031231,1300.0,26.0
KR7000210005,디엘,20041231,2450.0,49.0
KR7000210005,디엘,20051231,2000.0,40.0
KR7000210005,디엘,20061231,1350.0,27.0
KR7000210005,디엘,20071231,2400.0,48.0
KR7000210005,디엘,20081231,100.0,2.0
KR7000210005,디엘,20091231,100.0,2.0
KR7000210005,디엘,20101231,100.0,2.0
KR7000210005,디엘,20111231,100.0,2.0
KR7000210005,디엘,20121231,500.0,10.0
KR7000210005,디엘,20131231,100.0,2.0
KR7000210005,디엘,20141231,100.0,2.0
KR7000210005,디엘,20151231,300.0,6.0
KR7000210005,디엘,20161231,300.0,6.0
KR7000210005,디엘,20171231,1000.0,20.0
KR7000210005,디엘,20181231,1700.0,34.0
KR7000210005,디엘,20191231,1300.0,26.0
KR7000210005,디엘,20201231,1300.0,26.0
KR7000210005,디엘,20211231,1900.0,38.0
KR7000210005,디엘,20221231,1000.0,20.0
KR7000210005,디엘,20231231,1000.0,20.0
KR7000210005,디엘,20241231,1000.0,20.0
KR7000220004,유유제약,20030331,900.0,18.0
KR7000220004,유유제약,20040331,1000.0,20.0
KR7000220004,유유제약,20050331,1050.0,21.0
KR7000220004,유유제약,20060331,220.0,22.0
KR7000220004,유유제약,20070331,240.0,24.0
KR7000220004,유유제약,20080331,300.0,30.0
KR7000220004,유유제약,20090331,70.0,7.0
KR7000220004,유유제약,20100331,80.0,8.0
KR7000220004,유유제약,20110331,100.0,10.0
KR7000220004,유유제약,20120331,120.0,12.0
KR7000220004,유유제약,20130331,160.0,16.0
KR7000220004,유유제약,20140331,180.0,18.0
KR7000220004,유유제약,20150331,180.0,18.0
KR7000220004,유유제약,20160331,180.0,18.0
KR7000220004,유유제약,20170331,180.0,18.0
KR7000220004,유유제약,20171231,190.0,19.0
KR7000220004,유유제약,20181231,200.0,20.0
KR7000220004,유유제약,20191231,210.0,21.0
KR7000220004,유유제약,20201231,210.0,21.0
KR7000220004,유유제약,20211231,105.0,10.5
KR7000220004,유유제약,20221231,105.0,10.5
KR7000220004,유유제약,20241231,100.0,10.0
KR7000370007,한화손해보험,20151231,70.0,1.4
KR7000370007,한화손해보험,20161231,100.0,2.0
KR7000370007,한화손해보험,20171231,150.0,3.0
KR7000370007,한화손해보험,20181231,130.0,2.6
KR7000370007,한화손해보험,20240329,200.0,4.0
KR7000390005,삼화페인트공업,20021231,150.0,30.0
KR7000390005,삼화페인트공업,20031231,150.0,30.0
KR7000390005,삼화페인트공업,20041231,175.0,35.0
KR7000390005,삼화페인트공업,20051231,175.0,35.0
KR7000390005,삼화페인트공업,20061231,175.0,35.0
KR7000390005,삼화페인트공업,20071231,150.0,30.0
KR7000390005,삼화페인트공업,20081231,150.0,30.0
KR7000390005,삼화페인트공업,20091231,250.0,50.0
KR7000390005,삼화페인트공업,20101231,175.0,35.0
KR7000390005,삼화페인트공업,20111231,250.0,50.0
KR7000390005,삼화페인트공업,20121231,250.0,50.0
KR7000390005,삼화페인트공업,20131231,300.0,60.0
KR7000390005,삼화페인트공업,20141231,400.0,80.0
KR7000390005,삼화페인트공업,20151231,500.0,100.0
KR7000390005,삼화페인트공업,20161231,300.0,60.0
KR7000390005,삼화페인트공업,20171231,175.0,35.0
KR7000390005,삼화페인트공업,20181231,125.0,25.0
KR7000390005,삼화페인트공업,20191231,125.0,25.0
KR7000390005,삼화페인트공업,20201231,150.0,30.0
KR7000390005,삼화페인트공업,20211231,100.0,20.0
KR7000390005,삼화페인트공업,20221231,250.0,50.0
KR7000390005,삼화페인트공업,20231231,400.0,80.0
KR7000390005,삼화페인트공업,20250228,350.0,70.0
KR7000240002,한국앤컴퍼니,20021231,75.0,15.0
KR7000240002,한국앤컴퍼니,20031231,150.0,30.0
KR7000240002,한국앤컴퍼니,20041231,250.0,50.0
KR7000240002,한국앤컴퍼니,20051231,250.0,50.0
KR7000240002,한국앤컴퍼니,20061231,250.0,50.0
KR7000240002,한국앤컴퍼니,20071231,250.0,50.0
KR7000240002,한국앤컴퍼니,20081231,150.0,30.0
KR7000240002,한국앤컴퍼니,20091231,350.0,70.0
KR7000240002,한국앤컴퍼니,20101231,350.0,70.0
KR7000240002,한국앤컴퍼니,20111231,400.0,80.0
KR7000240002,한국앤컴퍼니,20121231,400.0,80.0
KR7000240002,한국앤컴퍼니,20131231,300.0,60.0
KR7000240002,한국앤컴퍼니,20141231,300.0,60.0
KR7000240002,한국앤컴퍼니,20151231,300.0,60.0
KR7000240002,한국앤컴퍼니,20161231,300.0,60.0
KR7000240002,한국앤컴퍼니,20171231,300.0,60.0
KR7000240002,한국앤컴퍼니,20181231,300.0,60.0
KR7000240002,한국앤컴퍼니,20191231,350.0,70.0
KR7000240002,한국앤컴퍼니,20201231,500.0,100.0
KR7000240002,한국앤컴퍼니,20211231,600.0,120.0
KR7000240002,한국앤컴퍼니,20221231,650.0,130.0
KR7000240002,한국앤컴퍼니,20231231,700.0,140.0
KR7000240002,한국앤컴퍼니,20240814,210.0,42.0
KR7000240002,한국앤컴퍼니,20250331,790.0,158.0
KR7000240002,한국앤컴퍼니,20250822,300.0,60.0
KR7000250001,삼천당제약,20021231,100.0,20.0
KR7000250001,삼천당제약,20031231,100.0,20.0
KR7000250001,삼천당제약,20041231,100.0,20.0
KR7000250001,삼천당제약,20051231,100.0,20.0
KR7000250001,삼천당제약,20061231,50.0,10.0
KR7000250001,삼천당제약,20071231,100.0,20.0
KR7000250001,삼천당제약,20081231,50.0,10.0
KR7000250001,삼천당제약,20091231,100.0,20.0
KR7000250001,삼천당제약,20101231,100.0,20.0
KR7000250001,삼천당제약,20111231,50.0,10.0
KR7000250001,삼천당제약,20121231,50.0,10.0
KR7000250001,삼천당제약,20131231,50.0,10.0
KR7000250001,삼천당제약,20141231,75.0,15.0
KR7000250001,삼천당제약,20151231,50.0,10.0
KR7000250001,삼천당제약,20161231,50.0,10.0
KR7000250001,삼천당제약,20171231,50.0,10.0
KR7000270009,기아,20221231,3500.0,70.0
KR7000270009,기아,20240320,5600.0,112.0
KR7000270009,기아,20250319,6500.0,130.0
KR7000300004,디에이치오토넥스,20101231,19.0,3.8
KR7000300004,디에이치오토넥스,20111231,18.0,3.6
KR7000320002,노루홀딩스,20031231,175.0,35.0
KR7000320002,노루홀딩스,20041231,200.0,40.0
KR7000320002,노루홀딩스,20051231,200.0,40.0
KR7000320002,노루홀딩스,20071231,200.0,40.0
KR7000320002,노루홀딩스,20081231,200.0,40.0
KR7000320002,노루홀딩스,20091231,300.0,60.0
KR7000320002,노루홀딩스,20101231,400.0,80.0
KR7000320002,노루홀딩스,20111231,400.0,80.0
KR7000320002,노루홀딩스,20121231,350.0,70.0
KR7000320002,노루홀딩스,20131231,400.0,80.0
KR7000320002,노루홀딩스,20141231,400.0,80.0
KR7000320002,노루홀딩스,20151231,400.0,80.0
KR7000320002,노루홀딩스,20161231,450.0,90.0
KR7000320002,노루홀딩스,20171231,450.0,90.0
KR7000320002,노루홀딩스,20181231,450.0,90.0
KR7000320002,노루홀딩스,20191231,400.0,80.0
KR7000320002,노루홀딩스,20201231,450.0,90.0
KR7000320002,노루홀딩스,20211231,450.0,90.0
KR7000320002,노루홀딩스,20221231,500.0,100.0
KR7000320002,노루홀딩스,20231231,500.0,100.0
KR7000320002,노루홀딩스,20241231,550.0,110.0
KR7000360008,삼환기업,20021231,450.0,9.0
KR7000360008,삼환기업,20031231,450.0,9.0
KR7000360008,삼환기업,20041231,600.0,12.0
KR7000360008,삼환기업,20051231,600.0,12.0
KR7000360008,삼환기업,20061231,600.0,12.0
KR7000360008,삼환기업,20071231,600.0,12.0
KR7000360008,삼환기업,20081231,200.0,4.0
KR7000360008,삼환기업,20091231,200.0,4.0
KR7000360008,삼환기업,20101231,200.0,4.0
KR7000500009,가온전선,20091231,500.0,10.0
KR7000500009,가온전선,20101231,500.0,10.0
KR7000500009,가온전선,20111231,500.0,10.0
KR7000500009,가온전선,20121231,600.0,12.0
KR7000500009,가온전선,20131231,1000.0,20.0
KR7000500009,가온전선,20141231,600.0,12.0
KR7000500009,가온전선,20151231,600.0,12.0
KR7000500009,가온전선,20161231,600.0,12.0
KR7000500009,가온전선,20171231,600.0,12.0
KR7000500009,가온전선,20181231,600.0,12.0
KR7000500009,가온전선,20191231,600.0,12.0
KR7000500009,가온전선,20201231,600.0,12.0
KR7000500009,가온전선,20211231,420.0,8.4
KR7000500009,가온전선,20221231,50.0,1.0
KR7000520007,삼일제약,20031231,1250.0,25.0
KR7000520007,삼일제약,20041231,1250.0,25.0
KR7000520007,삼일제약,20051231,1500.0,30.0
KR7000520007,삼일제약,20061231,300.0,30.0
KR7000520007,삼일제약,20071231,300.0,30.0
KR7000520007,삼일제약,20081231,200.0,20.0
KR7000520007,삼일제약,20091231,200.0,20.0
KR7000520007,삼일제약,20101231,200.0,20.0
KR7000520007,삼일제약,20111231,150.0,15.0
KR7000520007,삼일제약,20121231,150.0,15.0
KR7000520007,삼일제약,20131231,150.0,15.0
KR7000520007,삼일제약,20141231,200.0,20.0
KR7000520007,삼일제약,20151231,200.0,20.0
KR7000520007,삼일제약,20161231,150.0,15.0
KR7000520007,삼일제약,20171231,150.0,15.0
KR7000520007,삼일제약,20181231,100.0,10.0
KR7000520007,삼일제약,20191231,150.0,15.0
KR7000520007,삼일제약,20201231,150.0,15.0
KR7000520007,삼일제약,20211231,80.0,16.0
KR7000400002,롯데손해보험,20030331,750.0,15.0
KR7000400002,롯데손해보험,20050331,300.0,6.0
KR7000400002,롯데손해보험,20070331,50.0,5.0
KR7000400002,롯데손해보험,20080331,50.0,5.0
KR7000400002,롯데손해보험,20100331,50.0,5.0
KR7000400002,롯데손해보험,20161231,10.0,1.0
KR7000400002,롯데손해보험,20171231,20.0,2.0
KR7000580001,미래엔,20040831,750.0,15.0
KR7000580001,미래엔,20060831,500.0,10.0
KR7000580001,미래엔,20080831,250.0,5.0
KR7000580001,미래엔,20091231,200.0,4.0
KR7000430009,대원강업,20021231,500.0,10.0
KR7000430009,대원강업,20031231,650.0,13.0
KR7000430009,대원강업,20041231,800.0,16.0
KR7000430009,대원강업,20051231,800.0,16.0
KR7000430009,대원강업,20061231,750.0,15.0
KR7000430009,대원강업,20071231,800.0,16.0
KR7000430009,대원강업,20081231,60.0,12.0
KR7000430009,대원강업,20091231,10.0,2.0
KR7000430009,대원강업,20101231,75.0,15.0
KR7000430009,대원강업,20111231,110.0,22.0
KR7000430009,대원강업,20121231,110.0,22.0
KR7000430009,대원강업,20131231,120.0,24.0
KR7000430009,대원강업,20141231,120.0,24.0
KR7000430009,대원강업,20151231,125.0,25.0
KR7000430009,대원강업,20161231,125.0,25.0
KR7000430009,대원강업,20171231,115.0,23.0
KR7000430009,대원강업,20181231,115.0,23.0
KR7000430009,대원강업,20191231,115.0,23.0
KR7000430009,대원강업,20201231,100.0,20.0
KR7000430009,대원강업,20211231,100.0,20.0
KR7000430009,대원강업,20221231,100.0,20.0
KR7000430009,대원강업,20231231,110.0,22.0
KR7000430009,대원강업,20250403,110.0,22.0
KR7000440008,중앙에너비스,20030930,800.0,16.0
KR7000440008,중앙에너비스,20040930,800.0,16.0
KR7000440008,중앙에너비스,20050930,800.0,16.0
KR7000440008,중앙에너비스,20060930,800.0,16.0
KR7000440008,중앙에너비스,20070930,700.0,14.0
KR7000440008,중앙에너비스,20080930,700.0,14.0
KR7000440008,중앙에너비스,20090930,700.0,14.0
KR7000440008,중앙에너비스,20100930,1050.0,21.0
KR7000440008,중앙에너비스,20110930,800.0,32.0
KR7000440008,중앙에너비스,20120930,800.0,32.0
KR7000440008,중앙에너비스,20130930,800.0,32.0
KR7000440008,중앙에너비스,20140930,800.0,32.0
KR7000440008,중앙에너비스,20141231,200.0,8.0
KR7000440008,중앙에너비스,20151231,800.0,32.0
KR7000440008,중앙에너비스,20161231,800.0,32.0
KR7000440008,중앙에너비스,20171231,880.0,35.2
KR7000440008,중앙에너비스,20181231,160.0,32.0
KR7000440008,중앙에너비스,20191231,160.0,32.0
KR7000440008,중앙에너비스,20201231,480.0,96.0
KR7000440008,중앙에너비스,20211231,320.0,64.0
KR7000440008,중앙에너비스,20221231,320.0,64.0
KR7000440008,중앙에너비스,20231231,320.0,64.0
KR7000440008,중앙에너비스,20241231,320.0,64.0
KR7000470005,그린손해보험,20080331,300.0,6.0
KR7000480004,시알홀딩스,20021231,1000.0,20.0
KR7000480004,시알홀딩스,20031231,1250.0,25.0
KR7000480004,시알홀딩스,20041231,1300.0,26.0
KR7000480004,시알홀딩스,20051231,1300.0,26.0
KR7000480004,시알홀딩스,20061231,1300.0,26.0
KR7000480004,시알홀딩스,20071231,1800.0,36.0
KR7000480004,시알홀딩스,20081231,1800.0,36.0
KR7000480004,시알홀딩스,20091231,2000.0,40.0
KR7000480004,시알홀딩스,20101231,2500.0,50.0
KR7000480004,시알홀딩스,20111231,3000.0,60.0
KR7000480004,시알홀딩스,20121231,3500.0,70.0
KR7000480004,시알홀딩스,20131231,4000.0,80.0
KR7000480004,시알홀딩스,20141231,4000.0,80.0
KR7000480004,시알홀딩스,20151231,4000.0,80.0
KR7000480004,시알홀딩스,20161231,3500.0,70.0
KR7000480004,시알홀딩스,20171231,3500.0,70.0
KR7000480004,시알홀딩스,20181231,4000.0,80.0
KR7000480004,시알홀딩스,20191231,4000.0,80.0
KR7000480004,시알홀딩스,20201231,4200.0,84.0
KR7000480004,시알홀딩스,20211231,4500.0,90.0
KR7000480004,시알홀딩스,20221231,4500.0,90.0
KR7000480004,시알홀딩스,20231231,410.0,82.0
KR7000480004,시알홀딩스,20240709,200.0,40.0
KR7000480004,시알홀딩스,20241231,210.0,42.0
KR7000480004,시알홀딩스,20250731,200.0,40.0
KR7000490003,대동,20021231,250.0,5.0
KR7000490003,대동,20031231,400.0,8.0
KR7000490003,대동,20041231,400.0,8.0
KR7000490003,대동,20051231,400.0,8.0
KR7000490003,대동,20061231,350.0,7.0
KR7000490003,대동,20071231,350.0,7.0
KR7000490003,대동,20081231,350.0,7.0
KR7000490003,대동,20091231,350.0,7.0
KR7000490003,대동,20101231,50.0,5.0
KR7000490003,대동,20111231,50.0,5.0
KR7000490003,대동,20121231,50.0,5.0
KR7000490003,대동,20131231,50.0,5.0
KR7000490003,대동,20141231,60.0,6.0
KR7000490003,대동,20151231,50.0,5.0
KR7000490003,대동,20161231,40.0,4.0
KR7000490003,대동,20171231,60.0,6.0
KR7000490003,대동,20181231,50.0,5.0
